ID,utterance,annotation,list-ID
498,non ! [media],"[NULL,NULL,NULL]",2
499,je veux Kirikou . [media],"[NULL,NULL,NULL]",1
499,je veux Kirikou . [media],"[NULL,NULL,NULL]",2
500,0. . [media],"[NULL,NULL,NULL]",1
500,0. . [media],"[NULL,NULL,NULL]",2
501,tu le trouves ? [media],"[NULL,NULL,NULL]",1
501,tu le trouves ? [media],"[NULL,NULL,NULL]",2
502,0. . [media],"[NULL,NULL,NULL]",1
502,0. . [media],"[NULL,NULL,NULL]",2
503,0. je le cherche ! [media],"[NULL,NULL,NULL]",1
503,0. je le cherche ! [media],"[NULL,NULL,NULL]",2
504,0. . [media],"[NULL,NULL,NULL]",1
504,0. . [media],"[NULL,NULL,NULL]",2
505,0. Franklin il est à-côté de Kirikou ! [media],"[NULL,NULL,NULL]",1
505,0. Franklin il est à-côté de Kirikou ! [media],"[NULL,NULL,NULL]",2
506,ah ! [media],"[NULL,NULL,NULL]",1
506,ah ! [media],"[NULL,NULL,NULL]",2
507,ah bon .,"[NULL,NULL,NULL]",1
507,ah bon .,"[NULL,NULL,NULL]",2
508,ah . xxx . va chercher quelque chose ! [media],"[NULL,NULL,NULL]",1
508,ah . xxx . va chercher quelque chose ! [media],"[NULL,NULL,NULL]",2
509,ah xxx ! [media],"[NULL,NULL,NULL]",1
509,ah xxx ! [media],"[NULL,NULL,NULL]",2
510,0. . il est pas là ! [media],"[NULL,NULL,NULL]",1
510,0. . il est pas là ! [media],"[NULL,NULL,NULL]",2
511,est peut-être en_bas ! [media],"[NULL,NULL,NULL]",1
511,est peut-être en_bas ! [media],"[NULL,NULL,NULL]",2
512,[quote] xxx .,"[NULL,NULL,NULL]",1
512,[quote] xxx .,"[NULL,NULL,NULL]",2
513,0. . [media],"[NULL,NULL,NULL]",1
513,0. . [media],"[NULL,NULL,NULL]",2
514,[quote] hum !,"[NULL,NULL,NULL]",1
514,[quote] hum !,"[NULL,NULL,NULL]",2
515,alors tu le trouves ? [media],"[NULL,NULL,NULL]",1
515,alors tu le trouves ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
516,0. non pas tout_d . [media],"[NULL,NULL,NULL]",1
516,0. non pas tout_d . [media],"[NULL,NULL,NULL]",2
517,non ! [media],"[NULL,NULL,NULL]",1
517,non ! [media],"[NULL,NULL,NULL]",2
518,allez Ael dépêche toi ! [media],"[NULL,NULL,NULL]",1
518,allez Ael dépêche toi ! [media],"[NULL,NULL,NULL]",2
519,je dois trouver quelque chose ! [media],"[NULL,NULL,NULL]",1
519,je dois trouver quelque chose ! [media],"[NULL,NULL,NULL]",2
520,tu dois trouver quoi ? [media],"[NULL,NULL,NULL]",1
520,tu dois trouver quoi ? [media],"[NULL,NULL,NULL]",2
521,pour ranger mes cartes . [media],"[NULL,NULL,NULL]",1
521,pour ranger mes cartes . [media],"[NULL,NULL,NULL]",2
522,[quote] non mais les Pe les Petit_Ours_Brun i sont là Anaé regarde .,"[NULL,NULL,NULL]",1
522,[quote] non mais les Pe les Petit_Ours_Brun i sont là Anaé regarde .,"[NULL,NULL,NULL]",2
523,tu vois si c'était rangé tu trouv plus facilement je pense ! [media],"[NULL,NULL,NULL]",1
523,tu vois si c'était rangé tu trouv plus facilement je pense ! [media],"[NULL,NULL,NULL]",2
524,[quote] 0. .,"[NULL,NULL,NULL]",1
524,[quote] 0. .,"[NULL,NULL,NULL]",2
525,Petit_Ours_Brun s'amuse à faire peur \<None\> Petit_Ours_Brun joue à cache \<None\> ... [media],"[NULL,NULL,NULL]",1
525,Petit_Ours_Brun s'amuse à faire peur \<None\> Petit_Ours_Brun joue à cache \<None\> ... [media],"[NULL,NULL,NULL]",2
526,[quote] Petit_Ours_Brun et la balançoire \<None\> ... [media],"[NULL,NULL,NULL]",1
526,[quote] Petit_Ours_Brun et la balançoire \<None\> ... [media],"[NULL,NULL,NULL]",2
527,[quote] s'est fait mal \<None\> . voilà ! [media],"[NULL,NULL,NULL]",1
527,[quote] s'est fait mal \<None\> . voilà ! [media],"[NULL,NULL,NULL]",2
528,t en veux un autre ? [media],"[NULL,NULL,NULL]",1
528,t en veux un autre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
529,oui c c \<None\> \<None\> et c . [media],"[NULL,NULL,NULL]",1
529,oui c c \<None\> \<None\> et c . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
531,[quote] d'accord . allez hop !,"[NULL,NULL,NULL]",1
531,[quote] d'accord . allez hop !,"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
532,on descend ! [media],"[NULL,NULL,NULL]",1
532,on descend ! [media],"[NULL,NULL,NULL]",2
533,[quote] eh ben !,"[NULL,NULL,NULL]",1
533,[quote] eh ben !,"[NULL,NULL,NULL]",2
534,allez \<None\> ! [media],"[NULL,NULL,NULL]",1
534,allez \<None\> ! [media],"[NULL,NULL,NULL]",2
535,allez au boulot Ael ! [media],"[NULL,NULL,NULL]",1
535,allez au boulot Ael ! [media],"[NULL,NULL,NULL]",2
536,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
536,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
537,0. . [media],"[NULL,NULL,NULL]",1
537,0. . [media],"[NULL,NULL,NULL]",2
538,[quote] 0. .,"[NULL,NULL,NULL]",1
538,[quote] 0. .,"[NULL,NULL,NULL]",2
539,coquin ! [media],"[NULL,NULL,NULL]",1
539,coquin ! [media],"[NULL,NULL,NULL]",2
540,allez ! [media],"[NULL,NULL,NULL]",1
540,allez ! [media],"[NULL,NULL,NULL]",2
541,coquin coquin ... [media],"[NULL,NULL,NULL]",1
541,coquin coquin ... [media],"[NULL,NULL,NULL]",2
542,[quote] Petit_Ours_Brun ! [media],"[NULL,NULL,NULL]",1
542,[quote] Petit_Ours_Brun ! [media],"[NULL,NULL,NULL]",2
543,[quote] 0. .,"[NULL,NULL,NULL]",1
543,[quote] 0. .,"[NULL,NULL,NULL]",2
544,ouais \<None\> ! [media],"[NULL,NULL,NULL]",1
544,ouais \<None\> ! [media],"[NULL,NULL,NULL]",2
545,il aime bien \<None\> ... [media],"[NULL,NULL,NULL]",1
545,il aime bien \<None\> ... [media],"[NULL,NULL,NULL]",2
546,[quote] \<None\> \<None\> \<None\> ... [media],"[NULL,NULL,NULL]",1
546,[quote] \<None\> \<None\> \<None\> ... [media],"[NULL,NULL,NULL]",2
547,[quote] son \<None\> ... [media],"[NULL,NULL,NULL]",1
547,[quote] son \<None\> ... [media],"[NULL,NULL,NULL]",2
548,[quote] papa ... [media],"[NULL,NULL,NULL]",1
548,[quote] papa ... [media],"[NULL,NULL,NULL]",2
549,[quote] aussi \<None\> ... [media],"[NULL,NULL,NULL]",1
549,[quote] aussi \<None\> ... [media],"[NULL,NULL,NULL]",2
550,! [media],"[NULL,NULL,NULL]",1
550,! [media],"[NULL,NULL,NULL]",2
551,[quote] il aime bien \<None\> ... [media],"[NULL,NULL,NULL]",1
551,[quote] il aime bien \<None\> ... [media],"[NULL,NULL,NULL]",2
552,[quote] son \<None\> ... [media],"[NULL,NULL,NULL]",1
552,[quote] son \<None\> ... [media],"[NULL,NULL,NULL]",2
553,[quote] papa ... [media],"[NULL,NULL,NULL]",1
553,[quote] papa ... [media],"[NULL,NULL,NULL]",2
554,[quote] sa \<None\> ... [media],"[NULL,NULL,NULL]",1
554,[quote] sa \<None\> ... [media],"[NULL,NULL,NULL]",2
555,[quote] maman \<None\> ... [media],"[NULL,NULL,NULL]",1
555,[quote] maman \<None\> ... [media],"[NULL,NULL,NULL]",2
556,[quote] aussi \<None\> ! [media],"[NULL,NULL,NULL]",1
556,[quote] aussi \<None\> ! [media],"[NULL,NULL,NULL]",2
557,\<None\> ! [media],"[NULL,NULL,NULL]",1
557,\<None\> ! [media],"[NULL,NULL,NULL]",2
558,coquin câlin câlin ... [media],"[NULL,NULL,NULL]",1
558,coquin câlin câlin ... [media],"[NULL,NULL,NULL]",2
559,[quote] 0. .,"[NULL,NULL,NULL]",1
559,[quote] 0. .,"[NULL,NULL,NULL]",2
560,câlin ... [media],"[NULL,NULL,NULL]",1
560,câlin ... [media],"[NULL,NULL,NULL]",2
561,[quote] coquin \<None\> !,"[NULL,NULL,NULL]",1
561,[quote] coquin \<None\> !,"[NULL,NULL,NULL]",2
562,Petit_Ours \<None\> ... [media],"[NULL,NULL,NULL]",1
562,Petit_Ours \<None\> ... [media],"[NULL,NULL,NULL]",2
563,[quote] [quote] !,"[NULL,NULL,NULL]",1
563,[quote] [quote] !,"[NULL,NULL,NULL]",2
564,bravo ! [media],"[NULL,NULL,NULL]",1
564,bravo ! [media],"[NULL,NULL,NULL]",2
565,bravo bravo ! [media],"[NULL,NULL,NULL]",1
565,bravo bravo ! [media],"[NULL,NULL,NULL]",2
566,0. . [media],"[NULL,NULL,NULL]",1
566,0. . [media],"[NULL,NULL,NULL]",2
567,alors lequel tu lui lis en premier ? [media],"[NULL,NULL,NULL]",1
567,alors lequel tu lui lis en premier ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
568,xxx xxx gelé ! [media],"[NULL,NULL,NULL]",1
568,xxx xxx gelé ! [media],"[NULL,NULL,NULL]",2
569,[quote] 0. .,"[NULL,NULL,NULL]",1
569,[quote] 0. .,"[NULL,NULL,NULL]",2
570,[quote] 0. .,"[NULL,NULL,NULL]",1
570,[quote] 0. .,"[NULL,NULL,NULL]",2
571,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> à à Petit xxx à bé \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
571,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> à à Petit xxx à bé \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
572,[quote] pardon !,"[NULL,NULL,NULL]",1
572,[quote] pardon !,"[NULL,NULL,NULL]",2
573,hein tu veux pas le raconter à ton bébé ? [media],"[NULL,NULL,NULL]",1
573,hein tu veux pas le raconter à ton bébé ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
574,non non ! [media],"[NULL,NULL,NULL]",1
574,non non ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
575,tu veux xxx quoi ? [media],"[NULL,NULL,NULL]",1
575,tu veux xxx quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
576,pas Popi je veux lire pas Popi . [media],"[NULL,NULL,NULL]",1
576,pas Popi je veux lire pas Popi . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
577,d'accord ! [media],"[NULL,NULL,NULL]",1
577,d'accord ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
578,non d'abord le vélo ! [media],"[NULL,NULL,NULL]",1
578,non d'abord le vélo ! [media],"[NULL,NULL,NULL]",2
579,[quote] qu'est-ce tu veux faire ?,"[NULL,NULL,NULL]",1
579,[quote] qu'est-ce tu veux faire ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
580,ah pardon \<None\> . [media],"[NULL,NULL,NULL]",1
580,ah pardon \<None\> . [media],"[NULL,NULL,NULL]",2
581,[quote] 0. .,"[NULL,NULL,NULL]",1
581,[quote] 0. .,"[NULL,NULL,NULL]",2
582,voilà ! [media],"[NULL,NULL,NULL]",1
582,voilà ! [media],"[NULL,NULL,NULL]",2
583,il restait une bière Marie . [media],"[NULL,NULL,NULL]",1
583,il restait une bière Marie . [media],"[NULL,NULL,NULL]",2
584,ah ! [media],"[NULL,NULL,NULL]",1
584,ah ! [media],"[NULL,NULL,NULL]",2
585,d'abord le vélo \<None\> . [media],"[NULL,NULL,NULL]",1
585,d'abord le vélo \<None\> . [media],"[NULL,NULL,NULL]",2
586,[quote] une bière pour te réchauffer hein !,"[NULL,NULL,NULL]",1
586,[quote] une bière pour te réchauffer hein !,"[NULL,NULL,NULL]",2
587,xxx . [media],"[NULL,NULL,NULL]",1
587,xxx . [media],"[NULL,NULL,NULL]",2
588,[quote] 0. .,"[NULL,NULL,NULL]",1
588,[quote] 0. .,"[NULL,NULL,NULL]",2
589,alors Petit_Ours_Brun fait du vélo \<None\> . [media],"[NULL,NULL,NULL]",1
589,alors Petit_Ours_Brun fait du vélo \<None\> . [media],"[NULL,NULL,NULL]",2
590,et faut qu'on raconte toutes les deux . d'accord ? [media],"[NULL,NULL,NULL]",1
590,et faut qu'on raconte toutes les deux . d'accord ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
591,hum hum ! [media],"[NULL,NULL,NULL]",1
591,hum hum ! [media],"[NULL,NULL,NULL]",2
592,[quote] toutes les deux .,"[NULL,NULL,NULL]",1
592,[quote] toutes les deux .,"[NULL,NULL,NULL]",2
594,Petit_Ours_Brun \<None\> ... [media],"[NULL,NULL,NULL]",1
594,Petit_Ours_Brun \<None\> ... [media],"[NULL,NULL,NULL]",2
595,[quote] 0. .,"[NULL,NULL,NULL]",1
595,[quote] 0. .,"[NULL,NULL,NULL]",2
596,[quote] a un vélo \<None\> ... [media],"[NULL,NULL,NULL]",1
596,[quote] a un vélo \<None\> ... [media],"[NULL,NULL,NULL]",2
597,[quote] maintenant \<None\> ... [media],"[NULL,NULL,NULL]",1
597,[quote] maintenant \<None\> ... [media],"[NULL,NULL,NULL]",2
598,[quote] c'est parce qu'il est \<None\> \<trail off question\> [media],"[NULL,NULL,NULL]",1
598,[quote] c'est parce qu'il est \<None\> \<trail off question\> [media],"[NULL,NULL,NULL]",2
599,0. . [media],"[NULL,NULL,NULL]",1
599,0. . [media],"[NULL,NULL,NULL]",2
600,[quote] quand est-ce qu'on a un vélo ?,"[NULL,NULL,NULL]",1
600,[quote] quand est-ce qu'on a un vélo ?,"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
601,0. . [media],"[NULL,NULL,NULL]",1
601,0. . [media],"[NULL,NULL,NULL]",2
602,[quote] c'est parce qu'il est un peu grand \<None\> !,"[NULL,NULL,NULL]",1
602,[quote] c'est parce qu'il est un peu grand \<None\> !,"[PAR-Follow-up:Give-response,NULL,NULL]",2
603,0. . [media],"[NULL,NULL,NULL]",1
603,0. . [media],"[NULL,NULL,NULL]",2
604,il est comment son vélo ? [media],"[NULL,NULL,NULL]",1
604,il est comment son vélo ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
605,0. . [media],"[NULL,NULL,NULL]",1
605,0. . [media],"[NULL,NULL,NULL]",2
606,0. . [media],"[NULL,NULL,NULL]",1
606,0. . [media],"[NULL,NULL,NULL]",2
607,0. Petit_Ours_Brun a un vélo avec des petites roues \<None\> ... [media],"[NULL,NULL,NULL]",1
607,0. Petit_Ours_Brun a un vélo avec des petites roues \<None\> ... [media],"[PAR-Follow-up:Give-response,NULL,NULL]",2
608,[quote] c'est facile pour lui de monter dessus \<None\> ! [media],"[NULL,NULL,NULL]",1
608,[quote] c'est facile pour lui de monter dessus \<None\> ! [media],"[NULL,NULL,NULL]",2
609,c'est un p peu comme toi hein ! [media],"[NULL,NULL,NULL]",1
609,c'est un p peu comme toi hein ! [media],"[NULL,NULL,NULL]",2
610,hum hum . [media],"[NULL,NULL,NULL]",1
610,hum hum . [media],"[NULL,NULL,NULL]",2
611,hum hum . [media],"[NULL,NULL,NULL]",1
611,hum hum . [media],"[NULL,NULL,NULL]",2
612,Petit_Our \<interruption\> [media],"[NULL,NULL,NULL]",1
612,Petit_Our \<interruption\> [media],"[NULL,NULL,NULL]",2
613,[quote] \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> !,"[NULL,NULL,NULL]",1
613,[quote] \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> !,"[NULL,NULL,NULL]",2
614,c'est vrai . [media],"[NULL,NULL,NULL]",1
614,c'est vrai . [media],"[NULL,NULL,NULL]",2
615,et qu'est-ce qu' y a dessiné sur le tien ? [media],"[NULL,NULL,NULL]",1
615,et qu'est-ce qu' y a dessiné sur le tien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
616,hum . des souris \<None\> ! [media],"[NULL,NULL,NULL]",1
616,hum . des souris \<None\> ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
617,et oui \<None\> ! [media],"[NULL,NULL,NULL]",1
617,et oui \<None\> ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
618,et lui il y a pas \<None\> dessiné de souris ! [media],"[NULL,NULL,NULL]",1
618,et lui il y a pas \<None\> dessiné de souris ! [media],"[NULL,NULL,NULL]",2
619,il est de quelle couleur le sien ? [media],"[NULL,NULL,NULL]",1
619,il est de quelle couleur le sien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
620,hum rouge ! [media],"[NULL,NULL,NULL]",1
620,hum rouge ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
621,bah comme toi alors ! [media],"[NULL,NULL,NULL]",1
621,bah comme toi alors ! [media],"[PAR-Follow-up:Add-info,NULL,NULL]",2
622,\<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
622,\<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
623,0. . [media],"[NULL,NULL,NULL]",1
623,0. . [media],"[NULL,NULL,NULL]",2
624,[quote] il est rouge et \<trail off question\>,"[NULL,NULL,NULL]",1
624,[quote] il est rouge et \<trail off question\>,"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
625,0. . [media],"[NULL,NULL,NULL]",1
625,0. . [media],"[NULL,NULL,NULL]",2
626,[quote] c'est quelle couleur ça ?,"[NULL,NULL,NULL]",1
626,[quote] c'est quelle couleur ça ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
627,jaune ! [media],"[NULL,NULL,NULL]",1
627,jaune ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
628,voilà ! [media],"[NULL,NULL,NULL]",1
628,voilà ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
629,et ça c'est noir ! [media],"[NULL,NULL,NULL]",1
629,et ça c'est noir ! [media],"[NULL,NULL,NULL]",2
630,oui les roues c'est noires mais les les tiennes elles sont noires aussi ! [media],"[NULL,NULL,NULL]",1
630,oui les roues c'est noires mais les les tiennes elles sont noires aussi ! [media],"[NULL,NULL,NULL]",2
631,les roues de ton vélo ! [media],"[NULL,NULL,NULL]",1
631,les roues de ton vélo ! [media],"[NULL,NULL,NULL]",2
632,bah oui \<None\> ! [media],"[NULL,NULL,NULL]",1
632,bah oui \<None\> ! [media],"[NULL,NULL,NULL]",2
633,[quote] bah oui !,"[NULL,NULL,NULL]",1
633,[quote] bah oui !,"[NULL,NULL,NULL]",2
634,Petit_Ours_Brun aime bien faire pouet pouet ... [media],"[NULL,NULL,NULL]",1
634,Petit_Ours_Brun aime bien faire pouet pouet ... [media],"[NULL,NULL,NULL]",2
635,c'est tellement rigolo \<None\> ! [media],"[NULL,NULL,NULL]",1
635,c'est tellement rigolo \<None\> ! [media],"[NULL,NULL,NULL]",2
636,[quote] 0. .,"[NULL,NULL,NULL]",1
636,[quote] 0. .,"[NULL,NULL,NULL]",2
637,hum . [media],"[NULL,NULL,NULL]",1
637,hum . [media],"[NULL,NULL,NULL]",2
638,Petit_Ours_Brun \<None\> \<interruption\> [media],"[NULL,NULL,NULL]",1
638,Petit_Ours_Brun \<None\> \<interruption\> [media],"[NULL,NULL,NULL]",2
639,était comme ça ! [media],"[NULL,NULL,NULL]",1
639,était comme ça ! [media],"[NULL,NULL,NULL]",2
640,oui . [media],"[NULL,NULL,NULL]",1
640,oui . [media],"[NULL,NULL,NULL]",2
641,Petit_Ours_Brun dit maman regarde \<None\> c'est pourqu'elle voit comme il pédale bien \<None\> ! [media],"[NULL,NULL,NULL]",1
641,Petit_Ours_Brun dit maman regarde \<None\> c'est pourqu'elle voit comme il pédale bien \<None\> ! [media],"[NULL,NULL,NULL]",2
642,Petit_Ours_Brun n' avance plus du tout \<None\> c'est parce que la route monte trop \<None\> ! [media],"[NULL,NULL,NULL]",1
642,Petit_Ours_Brun n' avance plus du tout \<None\> c'est parce que la route monte trop \<None\> ! [media],"[NULL,NULL,NULL]",2
643,Petit_Ours_Brun descend un peu vite \<None\> ouf \<None\> c'est vraiment super que maman soit là \<None\> ! [media],"[NULL,NULL,NULL]",1
643,Petit_Ours_Brun descend un peu vite \<None\> ouf \<None\> c'est vraiment super que maman soit là \<None\> ! [media],"[NULL,NULL,NULL]",2
644,et voilà ! [media],"[NULL,NULL,NULL]",1
644,et voilà ! [media],"[NULL,NULL,NULL]",2
645,terminé ! [media],"[NULL,NULL,NULL]",1
645,terminé ! [media],"[NULL,NULL,NULL]",2
646,[quote] ah pff aïe tu me l'as mis dans la tête \<None\> !,"[NULL,NULL,NULL]",1
646,[quote] ah pff aïe tu me l'as mis dans la tête \<None\> !,"[NULL,NULL,NULL]",2
647,pardon \<None\> ! [media],"[NULL,NULL,NULL]",1
647,pardon \<None\> ! [media],"[NULL,NULL,NULL]",2
648,[quote] 0. .,"[NULL,NULL,NULL]",1
648,[quote] 0. .,"[NULL,NULL,NULL]",2
649,c'est pas grave \<None\> ! [media],"[NULL,NULL,NULL]",1
649,c'est pas grave \<None\> ! [media],"[NULL,NULL,NULL]",2
650,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
650,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
651,[quote] ah non mais moi je lis pas tous les Petit_Ours_Brun là !,"[NULL,NULL,NULL]",1
651,[quote] ah non mais moi je lis pas tous les Petit_Ours_Brun là !,"[NULL,NULL,NULL]",2
652,alors d'accord ... [media],"[NULL,NULL,NULL]",1
652,alors d'accord ... [media],"[NULL,NULL,NULL]",2
653,on lit celui-là ! [media],"[NULL,NULL,NULL]",1
653,on lit celui-là ! [media],"[NULL,NULL,NULL]",2
654,et après on arrête de lire on fait autre chose d'accord ? [media],"[NULL,NULL,NULL]",1
654,et après on arrête de lire on fait autre chose d'accord ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
655,hum . [media],"[NULL,NULL,NULL]",1
655,hum . [media],"[NULL,NULL,NULL]",2
656,[quote] sauf que j'ai un cadeau après j'ai un cadeau !,"[NULL,NULL,NULL]",1
656,[quote] sauf que j'ai un cadeau après j'ai un cadeau !,"[NULL,NULL,NULL]",2
657,[quote] 0. .,"[NULL,NULL,NULL]",1
657,[quote] 0. .,"[NULL,NULL,NULL]",2
658,cadeau pour qui ? [media],"[NULL,NULL,NULL]",1
658,cadeau pour qui ? [media],"[NULL,NULL,NULL]",2
659,ah bah pour moi je pense ! [media],"[NULL,NULL,NULL]",1
659,ah bah pour moi je pense ! [media],"[NULL,NULL,NULL]",2
660,\<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
660,\<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
661,[quote] 0. .,"[NULL,NULL,NULL]",1
661,[quote] 0. .,"[NULL,NULL,NULL]",2
662,[quote] 0. .,"[NULL,NULL,NULL]",1
662,[quote] 0. .,"[NULL,NULL,NULL]",2
663,tu crois \<None\> ? [media],"[NULL,NULL,NULL]",1
663,tu crois \<None\> ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
664,ah oui ! [media],"[NULL,NULL,NULL]",1
664,ah oui ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
665,tu crois que le père il est passé chez Aliyah ? [media],"[NULL,NULL,NULL]",1
665,tu crois que le père il est passé chez Aliyah ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
666,han ... [media],"[NULL,NULL,NULL]",1
666,han ... [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
667,[quote] pour toi ?,"[NULL,NULL,NULL]",1
667,[quote] pour toi ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
668,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
668,\<None\> \<None\> \<None\> ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
669,ah ben peut-être ! [media],"[NULL,NULL,NULL]",1
669,ah ben peut-être ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
670,[quote] 0. .,"[NULL,NULL,NULL]",1
670,[quote] 0. .,"[NULL,NULL,NULL]",2
671,tiens lis le livre et puis après je te le donne ! [media],"[NULL,NULL,NULL]",1
671,tiens lis le livre et puis après je te le donne ! [media],"[NULL,NULL,NULL]",2
672,ah ! [media],"[NULL,NULL,NULL]",1
672,ah ! [media],"[NULL,NULL,NULL]",2
673,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
673,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
674,attention \<None\> ! [media],"[NULL,NULL,NULL]",1
674,attention \<None\> ! [media],"[NULL,NULL,NULL]",2
675,alors comment il s'appelle ce . qu'est-ce que c'est ça ? [media],"[NULL,NULL,NULL]",1
675,alors comment il s'appelle ce . qu'est-ce que c'est ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
676,xxx \<None\> . [media],"[NULL,NULL,NULL]",1
676,xxx \<None\> . [media],"[NULL,NULL,NULL]",2
677,je sais pas ! [media],"[NULL,NULL,NULL]",1
677,je sais pas ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
678,c'est un ... [media],"[NULL,NULL,NULL]",1
678,c'est un ... [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
679,c'est un quoi ? [media],"[NULL,NULL,NULL]",1
679,c'est un quoi ? [media],"[CHI-Response:Non-answer:interrogative,NULL,NULL]",2
680,[quote] un di ...,"[NULL,NULL,NULL]",1
680,[quote] un di ...,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
681,! [media],"[NULL,NULL,NULL]",1
681,! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
682,il est de quelle couleur ? [media],"[NULL,NULL,NULL]",1
682,il est de quelle couleur ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
683,hum \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
683,hum \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
684,c'est Pop mange de toutes les couleurs \<None\> ! [media],"[NULL,NULL,NULL]",1
684,c'est Pop mange de toutes les couleurs \<None\> ! [media],"[PAR-Follow-up:Add-info,NULL,NULL]",2
685,attention ! [media],"[NULL,NULL,NULL]",1
685,attention ! [media],"[NULL,NULL,NULL]",2
686,0. . [media],"[NULL,NULL,NULL]",1
686,0. . [media],"[NULL,NULL,NULL]",2
687,quand il était petit \<None\> Pop le dinosaure ne buvait que du lait \<None\> ... [media],"[NULL,NULL,NULL]",1
687,quand il était petit \<None\> Pop le dinosaure ne buvait que du lait \<None\> ... [media],"[NULL,NULL,NULL]",2
688,[quote] du bon lait \<None\> tout blanc \<None\> ! [media],"[NULL,NULL,NULL]",1
