ID,utterance,charlie,morgane,list-ID,intersection,charlie_new,morgane_new,agree
693,tiens tu vas mettre dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
696,tiens tu mets dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
701,carton mon chéri tu mets dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
708,tiens on va ouvrir l'autre carton viens on va ouvrir un autre carton Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
710,tiens tu fermes le frigo ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
712,Adrien tu fermes le frigo s'te plaît ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
718,tu viens le donner à maman ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
724,tu vas mettre dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
731,qu'est-ce qu' y a non non ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Non-Information-seeking,0
732,yyy non ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Non-answer:declarative,NULL,0
733,non non Adrien les caprices tu commences pas ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
736,qu'est-ce qu' y a ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-label,CHI-Response:Answer:non-verbal]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
738,yyy non yyy non ! [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Non-answer:declarative,NULL,0
739,et oui tu peux pas attraper t'es trop petit tiens ! [media],"[PAR-Follow-up:Add-info,NULL,NULL]","[PAR-Follow-up:Add-info,NULL,NULL]",2,PAR-Follow-up:Add-info,PAR-Follow-up:Add-info,PAR-Follow-up:Add-info,1
741,c'est froid ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
742,ouh c'est froid ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
744,qu'est-ce que tu veux Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
745,yyy non ! [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
746,non quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Followup-question,No-response+No-follow-up,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
747,bienvenue chez les alcoolos . [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
750,tiens tu mets le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
752,tu vas mettre dans le carton ça ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
757,allez on ouvre un autre car tiens tu prends on ouvre un autre carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
758,qu'est-ce qu' y a ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
759,carton ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
761,ah c'est quoi ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
762,tiens ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
763,yyy . [media],"[NULL,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,NULL,NULL,CHI-Response:No-label,0
764,ça c'est pour qui ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
765,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:No-label,NULL,0
766,c'est pour qui c'est pour Adri tu vas mettre dans ta chambre ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Give-response,PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
775,oui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Non-Information-seeking,0
776,maman maman ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Non-answer:declarative,NULL,0
778,oui c'est bien t'es un grand garçon ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:Signal-agreement,NULL,0
785,qu'est-ce que je vois c'est pour qui ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
786,carton ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
788,c'est pour qui tiens tu vas mettre dans ta chambre ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
800,tiens Adrien tu vas mettre dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
802,tu mets dans le carton mon chéri ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
804,tu mets dans le carton aussi ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
809,ça tu le mets dans le frigo ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
816,ça c'est pour qui ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
817,la bouteille d'eau c'est quoi ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
818,Adrien c'est quoi ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
819,non ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Non-answer:declarative,NULL,0
820,c'est quoi c'est un lapin ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
821,lapin ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
822,oui c'est un pinpin ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
823,Emeric les cartons ! [media],"[Complex-long,NULL,NULL]","[Complex-long,NULL,NULL]",2,Complex-long,Complex-long,Complex-long,1
827,tu veux boire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
828,yyy veux boire ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
830,tiens Adrien ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
831,je vais te l'ouvrir ? [media],"[NULL,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,NULL,NULL,PAR-Initiation:Non-Information-seeking,0
833,tu me donnes la bouteille d'eau ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
835,tu mets dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
836,tu me donnes la bouteille ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
842,comment tu fais tu sautes ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Non-Information-seeking,0
843,comment tu fais pour sauter ouais ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:Signal-agreement,NULL,0
848,qu'est-ce qu'on dit ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
849,merci ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
850,voilà ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
862,t'as fini Adrien les conneries deux secondes ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
864,tiens tu mets dans le carton s'il te plaît ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
866,dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
868,tiens Adrien tu vas me chercher les bouteilles de lait ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
869,tu me donnes les bouteilles comme ça ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
872,une autre ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
874,on va ranger les bouteilles Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
875,Adrien regarde \<None\> \<None\> \<None\> on va ranger les bouteilles ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
876,pourquoi \<None\> \<None\> tu manges ton doigt ? [media],"[PAR-Initiation:Information-seeking:explanation-based,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,NULL,PAR-Initiation:Information-seeking:explanation-based,PAR-Initiation:Information-seeking:fact-based ,0
877,tiens tu mets dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
884,tiens tu me donnes des bouteilles Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
888,encore ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
898,non celle-ci c'est celle qui est ouverte tu veux boire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
899,je veux boire ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
901,tu fais doucement quand tu bois ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
905,comment tu fais quand c'est froid ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
906,oui il y a un carton où xxx il y a plein de trucs c'est le carton de recyclage ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,NULL,PAR-Follow-up:other,PAR-Follow-up:Signal-agreement,0
925,qu'est-ce que tu fais Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
926,tiens laisse ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
933,regarde Elsa il est où Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
934,bah il est où Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
935,il est où vas_y accroupis-toi Adrien accroupis-toi non ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
936,mon bonhomme ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
