ID,Speaker,utterance,annotation,list-ID
72,CHI,[quote] il y a une télé pour regarder la télé .,"[NULL,NULL,NULL]",2
73,MOT,ouais . [media],"[NULL,NULL,NULL]",1
73,MOT,ouais . [media],"[NULL,NULL,NULL]",2
74,CHI,[quote] ouh .,"[NULL,NULL,NULL]",1
74,CHI,[quote] ouh .,"[NULL,NULL,NULL]",2
75,MOT,qu'est-ce qu'on regarde à la télé ? [media],"[NULL,NULL,NULL]",1
75,MOT,qu'est-ce qu'on regarde à la télé ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
76,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
76,CHI,yyy yyy . [media],"[CHI-Response:No-label,NULL,NULL]",2
77,MOT,qu'est-ce que tu aimes regarder toi à la télé ? [media],"[NULL,NULL,NULL]",1
77,MOT,qu'est-ce que tu aimes regarder toi à la télé ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
78,CHI,euh les schtroumpfs . [media],"[NULL,NULL,NULL]",1
78,CHI,euh les schtroumpfs . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
79,MOT,les schtroumpfs ? [media],"[NULL,NULL,NULL]",1
79,MOT,les schtroumpfs ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
80,CHI,oui . [media],"[NULL,NULL,NULL]",1
80,CHI,oui . [media],"[NULL,NULL,NULL]",2
81,OBS,sur quelle chaîne ?,"[NULL,NULL,NULL]",1
81,OBS,sur quelle chaîne ?,"[NULL,NULL,NULL]",2
82,OBS,tu sais sur quelle chaîne tu les regardes ? [media],"[NULL,NULL,NULL]",1
82,OBS,tu sais sur quelle chaîne tu les regardes ? [media],"[NULL,NULL,NULL]",2
83,CHI,0. . [media],"[NULL,NULL,NULL]",1
83,CHI,0. . [media],"[NULL,NULL,NULL]",2
84,MOT,[quote] sur quelle chaîne les schtroumpfs ?,"[NULL,NULL,NULL]",1
84,MOT,[quote] sur quelle chaîne les schtroumpfs ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
85,OBS,[quote] ou c'est ou c'est une vidéo ?,"[NULL,NULL,NULL]",1
85,OBS,[quote] ou c'est ou c'est une vidéo ?,"[NULL,NULL,NULL]",2
86,CHI,sur sur Canal_Plus_Family . [media],"[NULL,NULL,NULL]",1
86,CHI,sur sur Canal_Plus_Family . [media],"[NULL,NULL,NULL]",2
87,OBS,[quote] ah .,"[NULL,NULL,NULL]",1
87,OBS,[quote] ah .,"[NULL,NULL,NULL]",2
88,OBS,génial . [media],"[NULL,NULL,NULL]",1
88,OBS,génial . [media],"[NULL,NULL,NULL]",2
89,MOT,Canal_Plus_Family . [media],"[NULL,NULL,NULL]",1
89,MOT,Canal_Plus_Family . [media],"[NULL,NULL,NULL]",2
90,CHI,oui . [media],"[NULL,NULL,NULL]",1
90,CHI,oui . [media],"[NULL,NULL,NULL]",2
91,MOT,regarde je vais mettre la cheminée . [media],"[NULL,NULL,NULL]",1
91,MOT,regarde je vais mettre la cheminée . [media],"[NULL,NULL,NULL]",2
92,MOT,0. . [media],"[NULL,NULL,NULL]",1
92,MOT,0. . [media],"[NULL,NULL,NULL]",2
93,CHI,[quote] oui .,"[NULL,NULL,NULL]",1
93,CHI,[quote] oui .,"[NULL,NULL,NULL]",2
94,CHI,0. ouh \<None\> \<None\> \<None\> \<None\> \<None\> je peux mettre l'autre bout de toit . [media],"[NULL,NULL,NULL]",1
94,CHI,0. ouh \<None\> \<None\> \<None\> \<None\> \<None\> je peux mettre l'autre bout de toit . [media],"[NULL,NULL,NULL]",2
95,MOT,vas_y .,"[NULL,NULL,NULL]",1
95,MOT,vas_y .,"[NULL,NULL,NULL]",2
96,MOT,tiens . [media],"[NULL,NULL,NULL]",1
96,MOT,tiens . [media],"[NULL,NULL,NULL]",2
97,MOT,hé ben attends approche toi un peu parce que là ... [media],"[NULL,NULL,NULL]",1
97,MOT,hé ben attends approche toi un peu parce que là ... [media],"[NULL,NULL,NULL]",2
98,CHI,0. ah c'est trop loin . [media],"[NULL,NULL,NULL]",1
98,CHI,0. ah c'est trop loin . [media],"[NULL,NULL,NULL]",2
99,MOT,[quote] tu vas tomber sinon .,"[NULL,NULL,NULL]",1
99,MOT,[quote] tu vas tomber sinon .,"[NULL,NULL,NULL]",2
100,CHI,je suis trop loin . [media],"[NULL,NULL,NULL]",1
100,CHI,je suis trop loin . [media],"[NULL,NULL,NULL]",2
101,MOT,t es trop loin ?,"[NULL,NULL,NULL]",1
101,MOT,t es trop loin ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
102,CHI,hé . [media],"[NULL,NULL,NULL]",1
102,CHI,hé . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
103,MOT,hop .,"[NULL,NULL,NULL]",1
103,MOT,hop .,"[PAR-Follow-up:other,NULL,NULL]",2
104,CHI,ah la elle est grande . [media],"[NULL,NULL,NULL]",1
104,CHI,ah la elle est grande . [media],"[NULL,NULL,NULL]",2
105,MOT,[quote] encore une fenêtre .,"[NULL,NULL,NULL]",1
105,MOT,[quote] encore une fenêtre .,"[NULL,NULL,NULL]",2
106,CHI,elle est grande cette maison . [media],"[NULL,NULL,NULL]",1
106,CHI,elle est grande cette maison . [media],"[NULL,NULL,NULL]",2
107,MOT,ouais elle est super grande oui . [media],"[NULL,NULL,NULL]",1
107,MOT,ouais elle est super grande oui . [media],"[NULL,NULL,NULL]",2
108,CHI,super super \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
108,CHI,super super \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
109,MOT,voilà .,"[NULL,NULL,NULL]",1
109,MOT,voilà .,"[NULL,NULL,NULL]",2
110,CHI,mets l'herbe . [media],"[NULL,NULL,NULL]",1
110,CHI,mets l'herbe . [media],"[NULL,NULL,NULL]",2
111,MOT,[quote] alors ...,"[NULL,NULL,NULL]",1
111,MOT,[quote] alors ...,"[NULL,NULL,NULL]",2
112,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
112,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
113,CHI,c'est ça . [media],"[NULL,NULL,NULL]",1
113,CHI,c'est ça . [media],"[NULL,NULL,NULL]",2
114,OBS,ben oui c'est génial . [media],"[NULL,NULL,NULL]",1
114,OBS,ben oui c'est génial . [media],"[NULL,NULL,NULL]",2
115,MOT,[quote] xxx t as vu ils ont un grand jardin .,"[NULL,NULL,NULL]",1
115,MOT,[quote] xxx t as vu ils ont un grand jardin .,"[NULL,NULL,NULL]",2
116,MOT,bon ça on va le laisser de côté . [media],"[NULL,NULL,NULL]",1
116,MOT,bon ça on va le laisser de côté . [media],"[NULL,NULL,NULL]",2
117,CHI,[quote] ils ont trop grand jardin .,"[NULL,NULL,NULL]",1
117,CHI,[quote] ils ont trop grand jardin .,"[NULL,NULL,NULL]",2
118,OBS,ça manque d' arbres hein quand_même . [media],"[NULL,NULL,NULL]",1
118,OBS,ça manque d' arbres hein quand_même . [media],"[NULL,NULL,NULL]",2
119,CHI,ouais . [media],"[NULL,NULL,NULL]",1
119,CHI,ouais . [media],"[NULL,NULL,NULL]",2
120,MOT,alors est-ce que tu veux qu'on la tourne de l'autre côté comme ça tu peux mettre les personnages dedans ? [media],"[NULL,NULL,NULL]",1
120,MOT,alors est-ce que tu veux qu'on la tourne de l'autre côté comme ça tu peux mettre les personnages dedans ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
121,OBS,hop . [media],"[NULL,NULL,NULL]",1
121,OBS,hop . [media],"[NULL,NULL,NULL]",2
122,MOT,[quote] voilà .,"[NULL,NULL,NULL]",1
122,MOT,[quote] voilà .,"[NULL,NULL,NULL]",2
123,CHI,mon ballon de foot . [media],"[NULL,NULL,NULL]",1
123,CHI,mon ballon de foot . [media],"[NULL,NULL,NULL]",2
124,MOT,euh non je crois que c'est un ballon de basket regarde . [media],"[NULL,NULL,NULL]",1
124,MOT,euh non je crois que c'est un ballon de basket regarde . [media],"[NULL,NULL,NULL]",2
125,MOT,parce que tu vois là il y a un panier de basket . [media],"[NULL,NULL,NULL]",1
125,MOT,parce que tu vois là il y a un panier de basket . [media],"[NULL,NULL,NULL]",2
126,CHI,plof ouais . [media],"[NULL,NULL,NULL]",1
126,CHI,plof ouais . [media],"[NULL,NULL,NULL]",2
127,CHI,c'est pour le basket . [media],"[NULL,NULL,NULL]",1
127,CHI,c'est pour le basket . [media],"[NULL,NULL,NULL]",2
128,CHI,hé normalement il doit glisser . [media],"[NULL,NULL,NULL]",1
128,CHI,hé normalement il doit glisser . [media],"[NULL,NULL,NULL]",2
129,MOT,ah ben ouais mais alors euh ... [media],"[NULL,NULL,NULL]",1
129,MOT,ah ben ouais mais alors euh ... [media],"[NULL,NULL,NULL]",2
130,CHI,[quote] [quote] là dessous .,"[NULL,NULL,NULL]",1
130,CHI,[quote] [quote] là dessous .,"[NULL,NULL,NULL]",2
131,MOT,normalement . [media],"[NULL,NULL,NULL]",1
131,MOT,normalement . [media],"[NULL,NULL,NULL]",2
132,MOT,regarde on fait semblant qu'il est là . [media],"[NULL,NULL,NULL]",1
132,MOT,regarde on fait semblant qu'il est là . [media],"[NULL,NULL,NULL]",2
133,MOT,et on doit le lancer . [media],"[NULL,NULL,NULL]",1
133,MOT,et on doit le lancer . [media],"[NULL,NULL,NULL]",2
134,CHI,[quote] là .,"[NULL,NULL,NULL]",1
134,CHI,[quote] là .,"[NULL,NULL,NULL]",2
135,MOT,vas_y . [media],"[NULL,NULL,NULL]",1
135,MOT,vas_y . [media],"[NULL,NULL,NULL]",2
136,OBS,. [media],"[NULL,NULL,NULL]",1
136,OBS,. [media],"[NULL,NULL,NULL]",2
137,MOT,[quote] panier bravo !,"[NULL,NULL,NULL]",1
137,MOT,[quote] panier bravo !,"[NULL,NULL,NULL]",2
138,MOT,alors qu'est-ce qu' y a d' autre ? [media],"[NULL,NULL,NULL]",1
138,MOT,alors qu'est-ce qu' y a d' autre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
139,MOT,comme accessoire ? [media],"[NULL,NULL,NULL]",1
139,MOT,comme accessoire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
140,CHI,ah encore une chaise . [media],"[NULL,NULL,NULL]",1
140,CHI,ah encore une chaise . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
141,MOT,qu'est-ce que c'est ça ? [media],"[NULL,NULL,NULL]",1
141,MOT,qu'est-ce que c'est ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
142,MOT,c'est une chaise longue pour mettre dans le jardin tu sais .,"[NULL,NULL,NULL]",1
142,MOT,c'est une chaise longue pour mettre dans le jardin tu sais .,"[PAR-Follow-up:Give-response,NULL,NULL]",2
143,CHI,oui . [media],"[NULL,NULL,NULL]",1
143,CHI,oui . [media],"[NULL,NULL,NULL]",2
144,MOT,quand il fait beau .,"[NULL,NULL,NULL]",1
144,MOT,quand il fait beau .,"[NULL,NULL,NULL]",2
145,CHI,oh un truc pour faire man une manger . [media],"[NULL,NULL,NULL]",1
145,CHI,oh un truc pour faire man une manger . [media],"[NULL,NULL,NULL]",2
146,MOT,ah ben oui . [media],"[NULL,NULL,NULL]",1
146,MOT,ah ben oui . [media],"[NULL,NULL,NULL]",2
147,MOT,hop . [media],"[NULL,NULL,NULL]",1
147,MOT,hop . [media],"[NULL,NULL,NULL]",2
148,CHI,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
148,CHI,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
149,MOT,est-ce que ça ça irait pas sur la voiture ? [media],"[NULL,NULL,NULL]",1
149,MOT,est-ce que ça ça irait pas sur la voiture ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
150,CHI,non c'est une barrière . [media],"[NULL,NULL,NULL]",1
150,CHI,non c'est une barrière . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
151,MOT,mais c'est une barrière de quoi ? [media],"[NULL,NULL,NULL]",1
151,MOT,mais c'est une barrière de quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
152,MOT,non t as raison . [media],"[NULL,NULL,NULL]",1
152,MOT,non t as raison . [media],"[PAR-Follow-up:other,NULL,NULL]",2
153,MOT,tiens une plante . [media],"[NULL,NULL,NULL]",1
153,MOT,tiens une plante . [media],"[NULL,NULL,NULL]",2
154,CHI,une plante . [media],"[NULL,NULL,NULL]",1
154,CHI,une plante . [media],"[NULL,NULL,NULL]",2
155,CHI,un immeuble . [media],"[NULL,NULL,NULL]",1
155,CHI,un immeuble . [media],"[NULL,NULL,NULL]",2
156,MOT,un quoi ? [media],"[NULL,NULL,NULL]",1
156,MOT,un quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
157,CHI,un immeuble . [media],"[NULL,NULL,NULL]",1
157,CHI,un immeuble . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
158,MOT,non un meuble pas un immeuble chérie . [media],"[NULL,NULL,NULL]",1
158,MOT,non un meuble pas un immeuble chérie . [media],"[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,NULL]",2
159,CHI,mais c'est pour mettre les livres . [media],"[NULL,NULL,NULL]",1
159,CHI,mais c'est pour mettre les livres . [media],"[NULL,NULL,NULL]",2
160,MOT,c'est une étagère peut-être oui . [media],"[NULL,NULL,NULL]",1
160,MOT,c'est une étagère peut-être oui . [media],"[NULL,NULL,NULL]",2
161,CHI,hum . [media],"[NULL,NULL,NULL]",1
161,CHI,hum . [media],"[NULL,NULL,NULL]",2
162,CHI,xxx . [media],"[NULL,NULL,NULL]",1
162,CHI,xxx . [media],"[NULL,NULL,NULL]",2
163,MOT,[quote] tiens là il y en a des livres .,"[NULL,NULL,NULL]",1
163,MOT,[quote] tiens là il y en a des livres .,"[NULL,NULL,NULL]",2
164,CHI,ah oui . [media],"[NULL,NULL,NULL]",1
164,CHI,ah oui . [media],"[NULL,NULL,NULL]",2
165,MOT,tu crois que c'est quoi comme livre ?,"[NULL,NULL,NULL]",1
165,MOT,tu crois que c'est quoi comme livre ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
166,CHI,hum . [media],"[NULL,NULL,NULL]",1
166,CHI,hum . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
167,MOT,[quote] c'est des livres de quoi ?,"[NULL,NULL,NULL]",1
167,MOT,[quote] c'est des livres de quoi ?,"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
168,CHI,ben je sais pas . [media],"[NULL,NULL,NULL]",1
168,CHI,ben je sais pas . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
169,MOT,0. une chaise . [media],"[NULL,NULL,NULL]",1
169,MOT,0. une chaise . [media],"[PAR-Follow-up:other,NULL,NULL]",2
170,CHI,une chaise . [media],"[NULL,NULL,NULL]",1
170,CHI,une chaise . [media],"[NULL,NULL,NULL]",2
171,MOT,et ça ? [media],"[NULL,NULL,NULL]",1
171,MOT,et ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
172,CHI,une table . [media],"[NULL,NULL,NULL]",1
172,CHI,une table . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
173,MOT,alors vas_y . [media],"[NULL,NULL,NULL]",1
173,MOT,alors vas_y . [media],"[PAR-Follow-up:other,NULL,NULL]",2
174,MOT,tu mets la table au milieu et puis on va les on va les installer . [media],"[NULL,NULL,NULL]",1
174,MOT,tu mets la table au milieu et puis on va les on va les installer . [media],"[NULL,NULL,NULL]",2
175,CHI,[quote] la table .,"[NULL,NULL,NULL]",1
175,CHI,[quote] la table .,"[NULL,NULL,NULL]",2
176,MOT,on les installe ? [media],"[NULL,NULL,NULL]",1
176,MOT,on les installe ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
177,CHI,ouais . [media],"[NULL,NULL,NULL]",1
177,CHI,ouais . [media],"[NULL,NULL,NULL]",2
178,MOT,qu'est-ce qu'i vont faire ? [media],"[NULL,NULL,NULL]",1
178,MOT,qu'est-ce qu'i vont faire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
179,CHI,0. i vont manger . [media],"[NULL,NULL,NULL]",1
179,CHI,0. i vont manger . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
180,MOT,i vont manger quoi ? [media],"[NULL,NULL,NULL]",1
180,MOT,i vont manger quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
181,CHI,0. . [media],"[NULL,NULL,NULL]",1
181,CHI,0. . [media],"[NULL,NULL,NULL]",2
182,OBS,[quote] ah ça c'est les pas d' Omer .,"[NULL,NULL,NULL]",1
182,OBS,[quote] ah ça c'est les pas d' Omer .,"[NULL,NULL,NULL]",2
183,MOT,oui . toujours . [media],"[NULL,NULL,NULL]",1
183,MOT,oui . toujours . [media],"[NULL,NULL,NULL]",2
184,OBS,[quote] [quote] que j'entends très fort dans mon micro .,"[NULL,NULL,NULL]",1
184,OBS,[quote] [quote] que j'entends très fort dans mon micro .,"[NULL,NULL,NULL]",2
