ID,Speaker,utterance,annotation,list-ID
39,MOT,voilà . oh ! [media],"[NULL,NULL,NULL]",1
39,MOT,voilà . oh ! [media],"[NULL,NULL,NULL]",2
40,CHI,[quote] moi je sais xxx .,"[NULL,NULL,NULL]",1
40,CHI,[quote] moi je sais xxx .,"[NULL,NULL,NULL]",2
41,MOT,c'est une ferme ! [media],"[NULL,NULL,NULL]",1
41,MOT,c'est une ferme ! [media],"[NULL,NULL,NULL]",2
42,CHI,\<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",1
42,CHI,\<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",2
43,MOT,[quote] c'est la ferme des playmobils !,"[NULL,NULL,NULL]",1
43,MOT,[quote] c'est la ferme des playmobils !,"[NULL,NULL,NULL]",2
44,CHI,attends ! [media],"[NULL,NULL,NULL]",1
44,CHI,attends ! [media],"[NULL,NULL,NULL]",2
45,OBS,tu la connais déjà . tu l'as déjà vu ? [media],"[NULL,NULL,NULL]",1
45,OBS,tu la connais déjà . tu l'as déjà vu ? [media],"[NULL,NULL,NULL]",2
46,MOT,[quote] non .,"[NULL,NULL,NULL]",1
46,MOT,[quote] non .,"[NULL,NULL,NULL]",2
47,CHI,[quote] oh mais tout s'est renversé !,"[NULL,NULL,NULL]",1
47,CHI,[quote] oh mais tout s'est renversé !,"[NULL,NULL,NULL]",2
48,MOT,bah c'est pas grave tu tu les remets ! [media],"[NULL,NULL,NULL]",1
48,MOT,bah c'est pas grave tu tu les remets ! [media],"[NULL,NULL,NULL]",2
49,OBS,[quote] il faut tout arranger !,"[NULL,NULL,NULL]",1
49,OBS,[quote] il faut tout arranger !,"[NULL,NULL,NULL]",2
50,BRO,maman . xxx comme ça . [media],"[NULL,NULL,NULL]",1
50,BRO,maman . xxx comme ça . [media],"[NULL,NULL,NULL]",2
51,OBS,[quote] tu peux construire des choses avec .,"[NULL,NULL,NULL]",1
51,OBS,[quote] tu peux construire des choses avec .,"[NULL,NULL,NULL]",2
52,CHI,c'est c'est quoi ça \<None\> ? [media],"[NULL,NULL,NULL]",1
52,CHI,c'est c'est quoi ça \<None\> ? [media],"[NULL,NULL,NULL]",2
53,OBS,c'est peut-être le fermier ! [media],"[NULL,NULL,NULL]",1
53,OBS,c'est peut-être le fermier ! [media],"[NULL,NULL,NULL]",2
54,CHI,0. . [media],"[NULL,NULL,NULL]",1
54,CHI,0. . [media],"[NULL,NULL,NULL]",2
55,MOT,ah oui c'est le fermier c'est euh . c'est mon tonton Jean peut-être . avec sa barbe ! [media],"[NULL,NULL,NULL]",1
55,MOT,ah oui c'est le fermier c'est euh . c'est mon tonton Jean peut-être . avec sa barbe ! [media],"[NULL,NULL,NULL]",2
56,CHI,attends ! [media],"[NULL,NULL,NULL]",1
56,CHI,attends ! [media],"[NULL,NULL,NULL]",2
57,CHI,c'est la barrière ! [media],"[NULL,NULL,NULL]",1
57,CHI,c'est la barrière ! [media],"[NULL,NULL,NULL]",2
58,OBS,[quote] il habite loin ?,"[NULL,NULL,NULL]",1
58,OBS,[quote] il habite loin ?,"[NULL,NULL,NULL]",2
59,MOT,non il habite pas très loin ! [media],"[NULL,NULL,NULL]",1
59,MOT,non il habite pas très loin ! [media],"[NULL,NULL,NULL]",2
60,OBS,et il a une vraie ferme ? [media],"[NULL,NULL,NULL]",1
60,OBS,et il a une vraie ferme ? [media],"[NULL,NULL,NULL]",2
61,MOT,oui ! [media],"[NULL,NULL,NULL]",1
61,MOT,oui ! [media],"[NULL,NULL,NULL]",2
62,MOT,avec des vaches ! [media],"[NULL,NULL,NULL]",1
62,MOT,avec des vaches ! [media],"[NULL,NULL,NULL]",2
63,CHI,oh oh ! [media],"[NULL,NULL,NULL]",1
63,CHI,oh oh ! [media],"[NULL,NULL,NULL]",2
64,MOT,qu'est-c que c'est ça ? [media],"[NULL,NULL,NULL]",1
64,MOT,qu'est-c que c'est ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
65,CHI,une barrière ! [media],"[NULL,NULL,NULL]",1
65,CHI,une barrière ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
66,MOT,hum hum ! [media],"[NULL,NULL,NULL]",1
66,MOT,hum hum ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
67,CHI,pour mett les animaux ! [media],"[NULL,NULL,NULL]",1
67,CHI,pour mett les animaux ! [media],"[NULL,NULL,NULL]",2
68,MOT,ouais ! [media],"[NULL,NULL,NULL]",1
68,MOT,ouais ! [media],"[NULL,NULL,NULL]",2
69,MOT,on va mettre ça . comme ça ... [media],"[NULL,NULL,NULL]",1
69,MOT,on va mettre ça . comme ça ... [media],"[NULL,NULL,NULL]",2
71,CHI,on on on on on on peut construire la barrière pour pour mett les animaux ? [media],"[NULL,NULL,NULL]",1
71,CHI,on on on on on on peut construire la barrière pour pour mett les animaux ? [media],"[NULL,NULL,NULL]",2
72,MOT,bah ouais vas_y ! [media],"[NULL,NULL,NULL]",1
72,MOT,bah ouais vas_y ! [media],"[NULL,NULL,NULL]",2
73,CHI,tu peux m'aider ? [media],"[NULL,NULL,NULL]",1
73,CHI,tu peux m'aider ? [media],"[NULL,NULL,NULL]",2
74,MOT,ouais bah prends les animaux toi pendant ce temps . [media],"[NULL,NULL,NULL]",1
74,MOT,ouais bah prends les animaux toi pendant ce temps . [media],"[NULL,NULL,NULL]",2
75,MOT,pendant que je construis la barrière . [media],"[NULL,NULL,NULL]",1
75,MOT,pendant que je construis la barrière . [media],"[NULL,NULL,NULL]",2
76,CHI,euh ... [media],"[NULL,NULL,NULL]",1
76,CHI,euh ... [media],"[NULL,NULL,NULL]",2
77,OBS,tu veux mett quoi ? [media],"[NULL,NULL,NULL]",1
77,OBS,tu veux mett quoi ? [media],"[NULL,NULL,NULL]",2
78,CHI,[quote] ah le cochon !,"[NULL,NULL,NULL]",1
78,CHI,[quote] ah le cochon !,"[NULL,NULL,NULL]",2
79,CHI,donne moi ça ! [media],"[NULL,NULL,NULL]",1
79,CHI,donne moi ça ! [media],"[NULL,NULL,NULL]",2
80,CHI,et les chats on peut les mett dehors ! [media],"[NULL,NULL,NULL]",1
80,CHI,et les chats on peut les mett dehors ! [media],"[NULL,NULL,NULL]",2
81,MOT,oh bah oui ! [media],"[NULL,NULL,NULL]",1
81,MOT,oh bah oui ! [media],"[NULL,NULL,NULL]",2
82,MOT,les chats i vont pas ils ont pas b d' une barrière quand_même . [media],"[NULL,NULL,NULL]",1
82,MOT,les chats i vont pas ils ont pas b d' une barrière quand_même . [media],"[NULL,NULL,NULL]",2
83,CHI,non . [media],"[NULL,NULL,NULL]",1
83,CHI,non . [media],"[NULL,NULL,NULL]",2
84,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> dans dans dehors ... [media],"[NULL,NULL,NULL]",1
84,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> dans dans dehors ... [media],"[NULL,NULL,NULL]",2
85,MOT,ouais . je te donne tous les ... [media],"[NULL,NULL,NULL]",1
85,MOT,ouais . je te donne tous les ... [media],"[NULL,NULL,NULL]",2
86,MOT,[quote] tous les trucs ... [media],"[NULL,NULL,NULL]",1
86,MOT,[quote] tous les trucs ... [media],"[NULL,NULL,NULL]",2
87,CHI,[quote] tous les animaux ...,"[NULL,NULL,NULL]",1
87,CHI,[quote] tous les animaux ...,"[NULL,NULL,NULL]",2
88,CHI,ham la casquette ! [media],"[NULL,NULL,NULL]",1
88,CHI,ham la casquette ! [media],"[NULL,NULL,NULL]",2
89,CHI,elle est coincée ! [media],"[NULL,NULL,NULL]",1
89,CHI,elle est coincée ! [media],"[NULL,NULL,NULL]",2
90,MOT,ouais . allez . alors ... [media],"[NULL,NULL,NULL]",1
90,MOT,ouais . allez . alors ... [media],"[NULL,NULL,NULL]",2
91,MOT,[quote] là il y a la barrière ... [media],"[NULL,NULL,NULL]",1
91,MOT,[quote] là il y a la barrière ... [media],"[NULL,NULL,NULL]",2
92,MOT,[quote] là on met l'échelle ... [media],"[NULL,NULL,NULL]",1
92,MOT,[quote] là on met l'échelle ... [media],"[NULL,NULL,NULL]",2
93,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
93,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
94,CHI,yyy \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
94,CHI,yyy \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
95,MOT,oui !,"[NULL,NULL,NULL]",1
95,MOT,oui !,"[NULL,NULL,NULL]",2
96,CHI,le cochon il lève sa tête sinon si si sinon si il a faim il baisse sa tête ! [media],"[NULL,NULL,NULL]",1
96,CHI,le cochon il lève sa tête sinon si si sinon si il a faim il baisse sa tête ! [media],"[NULL,NULL,NULL]",2
97,MOT,d'accord . tu le mets dans le dans l'enclos là-bas ? [media],"[NULL,NULL,NULL]",1
97,MOT,d'accord . tu le mets dans le dans l'enclos là-bas ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
98,CHI,où ? [media],"[NULL,NULL,NULL]",1
98,CHI,où ? [media],"[NULL,NULL,NULL]",2
99,MOT,dans les barrières ? [media],"[NULL,NULL,NULL]",1
99,MOT,dans les barrières ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
100,CHI,si si il veut passer \<None\> \<None\> on peut ouvrir la barrière ! [media],"[NULL,NULL,NULL]",1
100,CHI,si si il veut passer \<None\> \<None\> on peut ouvrir la barrière ! [media],"[NULL,NULL,NULL]",2
101,MOT,hum \<None\> . [media],"[NULL,NULL,NULL]",1
101,MOT,hum \<None\> . [media],"[NULL,NULL,NULL]",2
102,CHI,\<None\> \<None\> si on veut on peut passer par-dessus ! [media],"[NULL,NULL,NULL]",1
102,CHI,\<None\> \<None\> si on veut on peut passer par-dessus ! [media],"[NULL,NULL,NULL]",2
103,MOT,bah oui ! [media],"[NULL,NULL,NULL]",1
103,MOT,bah oui ! [media],"[NULL,NULL,NULL]",2
104,MOT,tu crois que ça sait sauter par-dessus les barrières les cochons ? [media],"[NULL,NULL,NULL]",1
104,MOT,tu crois que ça sait sauter par-dessus les barrières les cochons ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
105,CHI,bah non ! [media],"[NULL,NULL,NULL]",1
105,CHI,bah non ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
106,MOT,0. . [media],"[NULL,NULL,NULL]",1
106,MOT,0. . [media],"[PAR-Follow-up:other,NULL,NULL]",2
107,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
107,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
108,CHI,mais mais yyy mais mais moi mais mais mais moi je sais je je s je \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
108,CHI,mais mais yyy mais mais moi mais mais mais moi je sais je je s je \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
109,MOT,hum . [media],"[NULL,NULL,NULL]",1
109,MOT,hum . [media],"[NULL,NULL,NULL]",2
110,CHI,[quote] et les lapins i vont où ?,"[NULL,NULL,NULL]",1
110,CHI,[quote] et les lapins i vont où ?,"[NULL,NULL,NULL]",2
111,MOT,euh je pense que les lapins i vont dans les clapiers ! [media],"[NULL,NULL,NULL]",1
111,MOT,euh je pense que les lapins i vont dans les clapiers ! [media],"[NULL,NULL,NULL]",2
112,CHI,ah oui ! [media],"[NULL,NULL,NULL]",1
112,CHI,ah oui ! [media],"[NULL,NULL,NULL]",2
113,MOT,tu sais ! [media],"[NULL,NULL,NULL]",1
113,MOT,tu sais ! [media],"[NULL,NULL,NULL]",2
114,CHI,i peulent y aller mais je vais pas tout_d les lapins . [media],"[NULL,NULL,NULL]",1
114,CHI,i peulent y aller mais je vais pas tout_d les lapins . [media],"[NULL,NULL,NULL]",2
115,MOT,d'accord . [media],"[NULL,NULL,NULL]",1
115,MOT,d'accord . [media],"[NULL,NULL,NULL]",2
116,CHI,[quote] alors faut fermer .,"[NULL,NULL,NULL]",1
116,CHI,[quote] alors faut fermer .,"[NULL,NULL,NULL]",2
117,MOT,d'accord . [media],"[NULL,NULL,NULL]",1
117,MOT,d'accord . [media],"[NULL,NULL,NULL]",2
118,CHI,fermé ! [media],"[NULL,NULL,NULL]",1
118,CHI,fermé ! [media],"[NULL,NULL,NULL]",2
119,CHI,le le le cochon là \<None\> \<None\> il passe par-ici il passe par-là . [media],"[NULL,NULL,NULL]",1
119,CHI,le le le cochon là \<None\> \<None\> il passe par-ici il passe par-là . [media],"[NULL,NULL,NULL]",2
120,CHI,et il s'est cogné la tête ! [media],"[NULL,NULL,NULL]",1
120,CHI,et il s'est cogné la tête ! [media],"[NULL,NULL,NULL]",2
121,CHI,0. . [media],"[NULL,NULL,NULL]",1
121,CHI,0. . [media],"[NULL,NULL,NULL]",2
122,MOT,[quote] 0. .,"[NULL,NULL,NULL]",1
122,MOT,[quote] 0. .,"[NULL,NULL,NULL]",2
123,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
123,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
124,OBS,hum hum ! [media],"[NULL,NULL,NULL]",1
124,OBS,hum hum ! [media],"[NULL,NULL,NULL]",2
125,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
125,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
126,MOT,[quote] 0. .,"[NULL,NULL,NULL]",1
126,MOT,[quote] 0. .,"[NULL,NULL,NULL]",2
127,CHI,et ça c'est pour quoi c'est pour les cochons ! [media],"[NULL,NULL,NULL]",1
127,CHI,et ça c'est pour quoi c'est pour les cochons ! [media],"[NULL,NULL,NULL]",2
128,MOT,ah peut-êt oui ! [media],"[NULL,NULL,NULL]",1
128,MOT,ah peut-êt oui ! [media],"[NULL,NULL,NULL]",2
129,CHI,et le cheval ! [media],"[NULL,NULL,NULL]",1
129,CHI,et le cheval ! [media],"[NULL,NULL,NULL]",2
130,MOT,les \<trail off question\> [media],"[NULL,NULL,NULL]",1
130,MOT,les \<trail off question\> [media],"[NULL,NULL,NULL]",2
131,CHI,[quote] les chevals ! [media],"[NULL,NULL,NULL]",1
131,CHI,[quote] les chevals ! [media],"[NULL,NULL,NULL]",2
132,MOT,les chevaux ! [media],"[NULL,NULL,NULL]",1
132,MOT,les chevaux ! [media],"[NULL,NULL,NULL]",2
133,CHI,il y en a qu'un ! [media],"[NULL,NULL,NULL]",1
133,CHI,il y en a qu'un ! [media],"[NULL,NULL,NULL]",2
134,MOT,[quote] xxx \<interruption\>,"[NULL,NULL,NULL]",1
134,MOT,[quote] xxx \<interruption\>,"[NULL,NULL,NULL]",2
135,MOT,non \<None\> . regarde il y en a combien ? [media],"[NULL,NULL,NULL]",1
135,MOT,non \<None\> . regarde il y en a combien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
136,CHI,deux ! [media],"[NULL,NULL,NULL]",1
136,CHI,deux ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
137,MOT,alors on dit les \<trail off question\> [media],"[NULL,NULL,NULL]",1
137,MOT,alors on dit les \<trail off question\> [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
138,MOT,0. . [media],"[NULL,NULL,NULL]",1
138,MOT,0. . [media],"[NULL,NULL,NULL]",2
139,CHI,[quote] 0. les chevaux !,"[NULL,NULL,NULL]",1
139,CHI,[quote] 0. les chevaux !,"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
140,MOT,ouais ! [media],"[NULL,NULL,NULL]",1
140,MOT,ouais ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
141,MOT,on dit un cheval . deux chevaux ! [media],"[NULL,NULL,NULL]",1
141,MOT,on dit un cheval . deux chevaux ! [media],"[NULL,NULL,NULL]",2
142,CHI,et ... [media],"[NULL,NULL,NULL]",1
142,CHI,et ... [media],"[NULL,NULL,NULL]",2
143,CHI,[quote] il y a encore un chat ! [media],"[NULL,NULL,NULL]",1
143,CHI,[quote] il y a encore un chat ! [media],"[NULL,NULL,NULL]",2
144,MOT,et il y a encore un cochon là aussi regarde . [media],"[NULL,NULL,NULL]",1
144,MOT,et il y a encore un cochon là aussi regarde . [media],"[NULL,NULL,NULL]",2
145,CHI,pfff il y en a beaucoup alors lui il va derrière ! [media],"[NULL,NULL,NULL]",1
145,CHI,pfff il y en a beaucoup alors lui il va derrière ! [media],"[NULL,NULL,NULL]",2
146,MOT,[quote] 0. . il y en a combien ?,"[NULL,NULL,NULL]",1
146,MOT,[quote] 0. . il y en a combien ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
147,CHI,un deux trois quatre ! [media],"[NULL,NULL,NULL]",1
147,CHI,un deux trois quatre ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
148,MOT,très bien ! [media],"[NULL,NULL,NULL]",1
148,MOT,très bien ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
149,CHI,et le râteau ! [media],"[NULL,NULL,NULL]",1
149,CHI,et le râteau ! [media],"[NULL,NULL,NULL]",2
150,MOT,on le met où le râteau ? [media],"[NULL,NULL,NULL]",1
150,MOT,on le met où le râteau ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
151,MOT,0. . [media],"[NULL,NULL,NULL]",1
151,MOT,0. . [media],"[NULL,NULL,NULL]",2
152,CHI,[quote] et encore un râteau .,"[NULL,NULL,NULL]",1
152,CHI,[quote] et encore un râteau .,"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
153,MOT,ouais . [media],"[NULL,NULL,NULL]",1
153,MOT,ouais . [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
154,MOT,ah c'est pas tout_à_fait les mêmes ! [media],"[NULL,NULL,NULL]",1
154,MOT,ah c'est pas tout_à_fait les mêmes ! [media],"[NULL,NULL,NULL]",2
155,CHI,[quote] crr crr crr !,"[NULL,NULL,NULL]",1
155,CHI,[quote] crr crr crr !,"[NULL,NULL,NULL]",2
156,MOT,et là il y en a encore un autre regarde . [media],"[NULL,NULL,NULL]",1
156,MOT,et là il y en a encore un autre regarde . [media],"[NULL,NULL,NULL]",2
157,MOT,avec . comment ça s'appelle ça ? [media],"[NULL,NULL,NULL]",1
157,MOT,avec . comment ça s'appelle ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
158,CHI,une pelle ! [media],"[NULL,NULL,NULL]",1
158,CHI,une pelle ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
159,MOT,ouais . [media],"[NULL,NULL,NULL]",1
159,MOT,ouais . [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
160,MOT,on les met où les outils ? [media],"[NULL,NULL,NULL]",1
160,MOT,on les met où les outils ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
161,CHI,0. . [media],"[NULL,NULL,NULL]",1
161,CHI,0. . [media],"[NULL,NULL,NULL]",2
162,CHI,hoplà c'est pour renverser la terre ! [media],"[NULL,NULL,NULL]",1
162,CHI,hoplà c'est pour renverser la terre ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
163,CHI,0. . [media],"[NULL,NULL,NULL]",1
163,CHI,0. . [media],"[NULL,NULL,NULL]",2
164,MOT,[quote] 0. .,"[NULL,NULL,NULL]",1
164,MOT,[quote] 0. .,"[PAR-Follow-up:other,NULL,NULL]",2
165,OBS,et qui c'est qui le conduit ce tracteur là ? [media],"[NULL,NULL,NULL]",1
165,OBS,et qui c'est qui le conduit ce tracteur là ? [media],"[NULL,NULL,NULL]",2
166,CHI,bah le fermier ! [media],"[NULL,NULL,NULL]",1
166,CHI,bah le fermier ! [media],"[NULL,NULL,NULL]",2
167,OBS,hum ! [media],"[NULL,NULL,NULL]",1
167,OBS,hum ! [media],"[NULL,NULL,NULL]",2
168,MOT,il est où le fermier ? [media],"[NULL,NULL,NULL]",1
168,MOT,il est où le fermier ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
169,CHI,0. . [media],"[NULL,NULL,NULL]",1
169,CHI,0. . [media],"[NULL,NULL,NULL]",2
170,MOT,tonton Jean ...,"[NULL,NULL,NULL]",1
170,MOT,tonton Jean ...,"[PAR-Follow-up:other,NULL,NULL]",2
171,CHI,xxx . [media],"[NULL,NULL,NULL]",1
171,CHI,xxx . [media],"[NULL,NULL,NULL]",2
172,MOT,[quote] t as vu il lui ressemble . c'est tonton Jean ...,"[NULL,NULL,NULL]",1
172,MOT,[quote] t as vu il lui ressemble . c'est tonton Jean ...,"[NULL,NULL,NULL]",2
173,MOT,[quote] et tonton Manu ! [media],"[NULL,NULL,NULL]",1
173,MOT,[quote] et tonton Manu ! [media],"[NULL,NULL,NULL]",2
174,MOT,mes deux tontons de la ferme ! [media],"[NULL,NULL,NULL]",1
174,MOT,mes deux tontons de la ferme ! [media],"[NULL,NULL,NULL]",2
175,CHI,re regarde c'est quoi ? [media],"[NULL,NULL,NULL]",1
175,CHI,re regarde c'est quoi ? [media],"[NULL,NULL,NULL]",2
176,MOT,ça c'est un sac de de blé ou de farine ! [media],"[NULL,NULL,NULL]",1
176,MOT,ça c'est un sac de de blé ou de farine ! [media],"[NULL,NULL,NULL]",2
177,CHI,ou un peu de paille ? [media],"[NULL,NULL,NULL]",1
177,CHI,ou un peu de paille ? [media],"[NULL,NULL,NULL]",2
178,MOT,peut-être ouais . [media],"[NULL,NULL,NULL]",1
178,MOT,peut-être ouais . [media],"[NULL,NULL,NULL]",2
179,CHI,ah oui c'est c'est un truc de paille !,"[NULL,NULL,NULL]",1
179,CHI,ah oui c'est c'est un truc de paille !,"[NULL,NULL,NULL]",2
180,MOT,tu crois ? [media],"[NULL,NULL,NULL]",1
180,MOT,tu crois ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
181,CHI,bah oui ! [media],"[NULL,NULL,NULL]",1
181,CHI,bah oui ! [media],"[NULL,NULL,NULL]",2
182,MOT,ça c'est un truc de paille . ça c'est un ballot de paille ! [media],"[NULL,NULL,NULL]",1
