ID,Speaker,utterance,annotation,list-ID
402,FAT,"est-ce que tu veux te mettre dans la , dans la bassine là ? [media]","[NULL,NULL,NULL]",1
402,FAT,"est-ce que tu veux te mettre dans la , dans la bassine là ? [media]","[NULL,NULL,NULL]",2
403,FAT,tu veux te mettre dans la bassine ? [media],"[NULL,NULL,NULL]",1
403,FAT,tu veux te mettre dans la bassine ? [media],"[NULL,NULL,NULL]",2
404,FAT,c'est pas froid là ? [media],"[NULL,NULL,NULL]",1
404,FAT,c'est pas froid là ? [media],"[NULL,NULL,NULL]",2
405,CHI,si ! [media],"[NULL,NULL,NULL]",1
405,CHI,si ! [media],"[NULL,NULL,NULL]",2
406,CHI,si c'est chaud ! [media],"[NULL,NULL,NULL]",1
406,CHI,si c'est chaud ! [media],"[NULL,NULL,NULL]",2
407,FAT,"c'est chaud , non ça va là , c'est un peu trop chaud ? [media]","[NULL,NULL,NULL]",1
407,FAT,"c'est chaud , non ça va là , c'est un peu trop chaud ? [media]","[NULL,NULL,NULL]",2
408,FAT,Adrien ! [media],"[NULL,NULL,NULL]",1
408,FAT,Adrien ! [media],"[NULL,NULL,NULL]",2
409,FAT,"oh , Adrien ! [media]","[NULL,NULL,NULL]",1
409,FAT,"oh , Adrien ! [media]","[NULL,NULL,NULL]",2
