ID,Speaker,utterance,annotation,list-ID
410,CHI,non dit yyy yyy yyy gros mots papa ! [media],"[NULL,NULL,NULL]",1
410,CHI,non dit yyy yyy yyy gros mots papa ! [media],"[NULL,NULL,NULL]",2
411,FAT,il dit des gros mots papa ! [media],"[NULL,NULL,NULL]",1
411,FAT,il dit des gros mots papa ! [media],"[NULL,NULL,NULL]",2
412,CHI,dis pas putain ! [media],"[NULL,NULL,NULL]",1
412,CHI,dis pas putain ! [media],"[NULL,NULL,NULL]",2
413,CHI,www \<None\> . [media],"[NULL,NULL,NULL]",1
413,CHI,www \<None\> . [media],"[NULL,NULL,NULL]",2
414,FAT,des gros mots papa ? [media],"[NULL,NULL,NULL]",1
414,FAT,des gros mots papa ? [media],"[NULL,NULL,NULL]",2
415,FAT,est-ce que Adrien il a fait une bêtise ? [media],"[NULL,NULL,NULL]",1
415,FAT,est-ce que Adrien il a fait une bêtise ? [media],"[NULL,NULL,NULL]",2
416,CHI,non ! [media],"[NULL,NULL,NULL]",1
416,CHI,non ! [media],"[NULL,NULL,NULL]",2
417,FAT,non ? [media],"[NULL,NULL,NULL]",1
417,FAT,non ? [media],"[NULL,NULL,NULL]",2
418,CHI,j'ai mouillé j'ai mouillé ça ! [media],"[NULL,NULL,NULL]",1
418,CHI,j'ai mouillé j'ai mouillé ça ! [media],"[NULL,NULL,NULL]",2
419,CHI,mouillé ça ! [media],"[NULL,NULL,NULL]",1
419,CHI,mouillé ça ! [media],"[NULL,NULL,NULL]",2
420,FAT,allez on va continuer comme ça . [media],"[NULL,NULL,NULL]",1
420,FAT,allez on va continuer comme ça . [media],"[NULL,NULL,NULL]",2
421,CHI,non non ! [media],"[NULL,NULL,NULL]",1
421,CHI,non non ! [media],"[NULL,NULL,NULL]",2
422,FAT,alors qu'est-ce t'as fait à l'école aujourd'hui ? [media],"[NULL,NULL,NULL]",1
422,FAT,alors qu'est-ce t'as fait à l'école aujourd'hui ? [media],"[NULL,NULL,NULL]",2
423,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
423,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
424,FAT,de quoi ? [media],"[NULL,NULL,NULL]",1
424,FAT,de quoi ? [media],"[NULL,NULL,NULL]",2
425,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
425,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
426,FAT,t'as fait quoi ? [media],"[NULL,NULL,NULL]",1
426,FAT,t'as fait quoi ? [media],"[NULL,NULL,NULL]",2
427,CHI,yyy . [media],"[NULL,NULL,NULL]",1
427,CHI,yyy . [media],"[NULL,NULL,NULL]",2
428,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
428,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
429,FAT,des dessins t'as fait ? [media],"[NULL,NULL,NULL]",1
429,FAT,des dessins t'as fait ? [media],"[NULL,NULL,NULL]",2
430,FAT,"et des , t'as dessiné quoi ? [media]","[NULL,NULL,NULL]",1
430,FAT,"et des , t'as dessiné quoi ? [media]","[NULL,NULL,NULL]",2
431,CHI,un parallèle ! [media],"[NULL,NULL,NULL]",1
431,CHI,un parallèle ! [media],"[NULL,NULL,NULL]",2
432,FAT,un parallèle ? [media],"[NULL,NULL,NULL]",1
432,FAT,un parallèle ? [media],"[NULL,NULL,NULL]",2
433,CHI,www . [media],"[NULL,NULL,NULL]",1
433,CHI,www . [media],"[NULL,NULL,NULL]",2
434,FAT,qu'est-ce que t'as dessiné mon bonhomme ? [media],"[NULL,NULL,NULL]",1
434,FAT,qu'est-ce que t'as dessiné mon bonhomme ? [media],"[NULL,NULL,NULL]",2
435,FAT,un macaque ? [media],"[NULL,NULL,NULL]",1
435,FAT,un macaque ? [media],"[NULL,NULL,NULL]",2
436,CHI,xxx . [media],"[NULL,NULL,NULL]",1
436,CHI,xxx . [media],"[NULL,NULL,NULL]",2
437,FAT,oui ? [media],"[NULL,NULL,NULL]",1
437,FAT,oui ? [media],"[NULL,NULL,NULL]",2
438,CHI,non ! [media],"[NULL,NULL,NULL]",1
438,CHI,non ! [media],"[NULL,NULL,NULL]",2
439,FAT,"non , alors qu'est-ce que t'as dessiné ? [media]","[NULL,NULL,NULL]",1
439,FAT,"non , alors qu'est-ce que t'as dessiné ? [media]","[NULL,NULL,NULL]",2
440,CHI,yyy . [media],"[NULL,NULL,NULL]",1
440,CHI,yyy . [media],"[NULL,NULL,NULL]",2
441,FAT,de quoi ? [media],"[NULL,NULL,NULL]",1
441,FAT,de quoi ? [media],"[NULL,NULL,NULL]",2
442,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
442,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
443,FAT,ça veut dire quoi ça ? [media],"[NULL,NULL,NULL]",1
443,FAT,ça veut dire quoi ça ? [media],"[NULL,NULL,NULL]",2
444,FAT,"ça veut rien dire , qu'est-ce tu racontes Adrien ? [media]","[NULL,NULL,NULL]",1
444,FAT,"ça veut rien dire , qu'est-ce tu racontes Adrien ? [media]","[NULL,NULL,NULL]",2
445,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
445,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
446,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
446,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
447,CHI,dessine Adrien ! [media],"[NULL,NULL,NULL]",1
447,CHI,dessine Adrien ! [media],"[NULL,NULL,NULL]",2
448,FAT,"t'as dessiné , tu t'es dessiné toi , t'as dessiné Adrien ? [media]","[NULL,NULL,NULL]",1
448,FAT,"t'as dessiné , tu t'es dessiné toi , t'as dessiné Adrien ? [media]","[NULL,NULL,NULL]",2
449,CHI,oui ! [media],"[NULL,NULL,NULL]",1
449,CHI,oui ! [media],"[NULL,NULL,NULL]",2
450,CHI,www . [media],"[NULL,NULL,NULL]",1
450,CHI,www . [media],"[NULL,NULL,NULL]",2
451,FAT,attends et l'autre jambe ? [media],"[NULL,NULL,NULL]",1
451,FAT,attends et l'autre jambe ? [media],"[NULL,NULL,NULL]",2
452,FAT,et l'autre jambe ? [media],"[NULL,NULL,NULL]",1
452,FAT,et l'autre jambe ? [media],"[NULL,NULL,NULL]",2
453,FAT,moi aussi je veux la dé je veux la savonner l'autre jambe ! [media],"[NULL,NULL,NULL]",1
453,FAT,moi aussi je veux la dé je veux la savonner l'autre jambe ! [media],"[NULL,NULL,NULL]",2
454,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
454,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
455,FAT,"voilà , allez ! [media]","[NULL,NULL,NULL]",1
455,FAT,"voilà , allez ! [media]","[NULL,NULL,NULL]",2
456,CHI,xxx . [media],"[NULL,NULL,NULL]",1
456,CHI,xxx . [media],"[NULL,NULL,NULL]",2
457,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
457,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
458,FAT,c'est pas froid non ? [media],"[NULL,NULL,NULL]",1
458,FAT,c'est pas froid non ? [media],"[NULL,NULL,NULL]",2
459,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
459,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
460,FAT,"souffle , souffle ! [media]","[NULL,NULL,NULL]",1
460,FAT,"souffle , souffle ! [media]","[NULL,NULL,NULL]",2
461,FAT,"tu retiens ta respiration , attention papa il mouille la tête , ben respire pas , retiens ta respiration , c'est sûr si tu respires , tu prends de l'eau dans le nez on bonhomme ! [media]","[NULL,NULL,NULL]",1
461,FAT,"tu retiens ta respiration , attention papa il mouille la tête , ben respire pas , retiens ta respiration , c'est sûr si tu respires , tu prends de l'eau dans le nez on bonhomme ! [media]","[NULL,NULL,NULL]",2
462,FAT,t'as revu la maîtresse alors aujourd'hui ? [media],"[NULL,NULL,NULL]",1
462,FAT,t'as revu la maîtresse alors aujourd'hui ? [media],"[NULL,NULL,NULL]",2
463,CHI,non ! [media],"[NULL,NULL,NULL]",1
463,CHI,non ! [media],"[NULL,NULL,NULL]",2
464,FAT,comment elle s'appelait ? [media],"[NULL,NULL,NULL]",1
464,FAT,comment elle s'appelait ? [media],"[NULL,NULL,NULL]",2
465,CHI,était pas là ! [media],"[NULL,NULL,NULL]",1
465,CHI,était pas là ! [media],"[NULL,NULL,NULL]",2
466,FAT,elle était pas là la maîtresse aujourd'hui ? [media],"[NULL,NULL,NULL]",1
466,FAT,elle était pas là la maîtresse aujourd'hui ? [media],"[NULL,NULL,NULL]",2
467,CHI,si ! [media],"[NULL,NULL,NULL]",1
467,CHI,si ! [media],"[NULL,NULL,NULL]",2
468,FAT,"c'était qui , si elle était là ! [media]","[NULL,NULL,NULL]",1
468,FAT,"c'était qui , si elle était là ! [media]","[NULL,NULL,NULL]",2
469,FAT,et qui est-ce que t'as revu d'autre ? [media],"[NULL,NULL,NULL]",1
469,FAT,et qui est-ce que t'as revu d'autre ? [media],"[NULL,NULL,NULL]",2
470,FAT,vous avez fait du dessin là aujourd'hui ? [media],"[NULL,NULL,NULL]",1
470,FAT,vous avez fait du dessin là aujourd'hui ? [media],"[NULL,NULL,NULL]",2
471,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
471,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
472,FAT,allez ! [media],"[NULL,NULL,NULL]",1
472,FAT,allez ! [media],"[NULL,NULL,NULL]",2
473,CHI,encore encore encore ! [media],"[NULL,NULL,NULL]",1
473,CHI,encore encore encore ! [media],"[NULL,NULL,NULL]",2
474,FAT,pas encore ! [media],"[NULL,NULL,NULL]",1
474,FAT,pas encore ! [media],"[NULL,NULL,NULL]",2
475,CHI,encore ! [media],"[NULL,NULL,NULL]",1
475,CHI,encore ! [media],"[NULL,NULL,NULL]",2
476,FAT,non ! [media],"[NULL,NULL,NULL]",1
476,FAT,non ! [media],"[NULL,NULL,NULL]",2
477,CHI,encore ! [media],"[NULL,NULL,NULL]",1
477,CHI,encore ! [media],"[NULL,NULL,NULL]",2
478,CHI,encore ! [media],"[NULL,NULL,NULL]",1
478,CHI,encore ! [media],"[NULL,NULL,NULL]",2
479,FAT,"allez , allez on va y aller mon bonhomme ! [media]","[NULL,NULL,NULL]",1
479,FAT,"allez , allez on va y aller mon bonhomme ! [media]","[NULL,NULL,NULL]",2
480,CHI,non ! [media],"[NULL,NULL,NULL]",1
480,CHI,non ! [media],"[NULL,NULL,NULL]",2
481,FAT,si ! [media],"[NULL,NULL,NULL]",1
481,FAT,si ! [media],"[NULL,NULL,NULL]",2
482,CHI,non ! [media],"[NULL,NULL,NULL]",1
482,CHI,non ! [media],"[NULL,NULL,NULL]",2
483,FAT,www . [media],"[NULL,NULL,NULL]",1
483,FAT,www . [media],"[NULL,NULL,NULL]",2
484,CHI,maman cheveux ! [media],"[NULL,NULL,NULL]",1
484,CHI,maman cheveux ! [media],"[NULL,NULL,NULL]",2
485,MOT,www . [media],"[NULL,NULL,NULL]",1
485,MOT,www . [media],"[NULL,NULL,NULL]",2
486,INV,c'est les cheveux de qui ? [media],"[NULL,NULL,NULL]",1
486,INV,c'est les cheveux de qui ? [media],"[NULL,NULL,NULL]",2
487,INV,d'Adrien ? [media],"[NULL,NULL,NULL]",1
487,INV,d'Adrien ? [media],"[NULL,NULL,NULL]",2
488,INV,c'est tes cheveux ? [media],"[NULL,NULL,NULL]",1
488,INV,c'est tes cheveux ? [media],"[NULL,NULL,NULL]",2
489,INV,www . [media],"[NULL,NULL,NULL]",1
489,INV,www . [media],"[NULL,NULL,NULL]",2
490,INV,"c'est tes cheveux , hé ben ! [media]","[NULL,NULL,NULL]",1
490,INV,"c'est tes cheveux , hé ben ! [media]","[NULL,NULL,NULL]",2
491,FAT,allez ! [media],"[NULL,NULL,NULL]",1
491,FAT,allez ! [media],"[NULL,NULL,NULL]",2
492,MOT,www . [media],"[NULL,NULL,NULL]",1
492,MOT,www . [media],"[NULL,NULL,NULL]",2
493,FAT,"oh oh doucement Adrien , qu'est-ce tu fais ? [media]","[NULL,NULL,NULL]",1
493,FAT,"oh oh doucement Adrien , qu'est-ce tu fais ? [media]","[NULL,NULL,NULL]",2
494,CHI,maman ! [media],"[NULL,NULL,NULL]",1
494,CHI,maman ! [media],"[NULL,NULL,NULL]",2
495,CHI,maman ! [media],"[NULL,NULL,NULL]",1
495,CHI,maman ! [media],"[NULL,NULL,NULL]",2
496,CHI,xxx . [media],"[NULL,NULL,NULL]",1
496,CHI,xxx . [media],"[NULL,NULL,NULL]",2
497,FAT,www . [media],"[NULL,NULL,NULL]",1
497,FAT,www . [media],"[NULL,NULL,NULL]",2
498,FAT,c'est quoi ça ? [media],"[NULL,NULL,NULL]",1
498,FAT,c'est quoi ça ? [media],"[NULL,NULL,NULL]",2
499,FAT,allez on y va ? [media],"[NULL,NULL,NULL]",1
499,FAT,allez on y va ? [media],"[NULL,NULL,NULL]",2
500,FAT,si ! [media],"[NULL,NULL,NULL]",1
500,FAT,si ! [media],"[NULL,NULL,NULL]",2
501,CHI,papa maman ! [media],"[NULL,NULL,NULL]",1
501,CHI,papa maman ! [media],"[NULL,NULL,NULL]",2
502,FAT,oui ! [media],"[NULL,NULL,NULL]",1
502,FAT,oui ! [media],"[NULL,NULL,NULL]",2
503,FAT,qu'est-ce qu' y a papa maman ? [media],"[NULL,NULL,NULL]",1
503,FAT,qu'est-ce qu' y a papa maman ? [media],"[NULL,NULL,NULL]",2
504,CHI,maman maman maman maman ! [media],"[NULL,NULL,NULL]",1
504,CHI,maman maman maman maman ! [media],"[NULL,NULL,NULL]",2
505,FAT,tu veux que ça soit maman qui te sorte ? [media],"[NULL,NULL,NULL]",1
505,FAT,tu veux que ça soit maman qui te sorte ? [media],"[NULL,NULL,NULL]",2
506,FAT,oui alors maman elle va te sortir . [media],"[NULL,NULL,NULL]",1
506,FAT,oui alors maman elle va te sortir . [media],"[NULL,NULL,NULL]",2
507,FAT,Elsa ! [media],"[NULL,NULL,NULL]",1
507,FAT,Elsa ! [media],"[NULL,NULL,NULL]",2
508,MOT,xxx . [media],"[NULL,NULL,NULL]",1
508,MOT,xxx . [media],"[NULL,NULL,NULL]",2
509,FAT,mais viens viens le sortir xxx . [media],"[NULL,NULL,NULL]",1
509,FAT,mais viens viens le sortir xxx . [media],"[NULL,NULL,NULL]",2
510,CHI,"maman , maman maman ! [media]","[NULL,NULL,NULL]",1
510,CHI,"maman , maman maman ! [media]","[NULL,NULL,NULL]",2
511,FAT,elle est gentille maman ? [media],"[NULL,NULL,NULL]",1
511,FAT,elle est gentille maman ? [media],"[NULL,NULL,NULL]",2
512,CHI,oui ! [media],"[NULL,NULL,NULL]",1
512,CHI,oui ! [media],"[NULL,NULL,NULL]",2
513,CHI,est pas gentil papa ! [media],"[NULL,NULL,NULL]",1
513,CHI,est pas gentil papa ! [media],"[NULL,NULL,NULL]",2
514,FAT,il est pas gentil papa ? [media],"[NULL,NULL,NULL]",1
514,FAT,il est pas gentil papa ? [media],"[NULL,NULL,NULL]",2
515,CHI,non ! [media],"[NULL,NULL,NULL]",1
515,CHI,non ! [media],"[NULL,NULL,NULL]",2
516,MOT,allez tu viens ? [media],"[NULL,NULL,NULL]",1
516,MOT,allez tu viens ? [media],"[NULL,NULL,NULL]",2
517,FAT,ben bien sûr ! [media],"[NULL,NULL,NULL]",1
517,FAT,ben bien sûr ! [media],"[NULL,NULL,NULL]",2
518,MOT,t'as fait coucou au zizi Adrien ? [media],"[NULL,NULL,NULL]",1
518,MOT,t'as fait coucou au zizi Adrien ? [media],"[NULL,NULL,NULL]",2
519,MOT,tu veux faire coucou au zizi ? [media],"[NULL,NULL,NULL]",1
519,MOT,tu veux faire coucou au zizi ? [media],"[NULL,NULL,NULL]",2
520,MOT,allez hop là le bonhomme ! [media],"[NULL,NULL,NULL]",1
520,MOT,allez hop là le bonhomme ! [media],"[NULL,NULL,NULL]",2
521,MOT,"attends tourne toi , tourne toi vite ! [media]","[NULL,NULL,NULL]",1
521,MOT,"attends tourne toi , tourne toi vite ! [media]","[NULL,NULL,NULL]",2
522,MOT,vite vite vite pour pas que t'aies froid ! [media],"[NULL,NULL,NULL]",1
522,MOT,vite vite vite pour pas que t'aies froid ! [media],"[NULL,NULL,NULL]",2
523,MOT,"ben elle est coincée ta main , elle est où ? [media]","[NULL,NULL,NULL]",1
523,MOT,"ben elle est coincée ta main , elle est où ? [media]","[NULL,NULL,NULL]",2
524,MOT,elle s'est cachée ? [media],"[NULL,NULL,NULL]",1
524,MOT,elle s'est cachée ? [media],"[NULL,NULL,NULL]",2
525,MOT,"allez , papa il va aller t'habiller ? [media]","[NULL,NULL,NULL]",1
525,MOT,"allez , papa il va aller t'habiller ? [media]","[NULL,NULL,NULL]",2
526,CHI,attends ah ! [media],"[NULL,NULL,NULL]",1
526,CHI,attends ah ! [media],"[NULL,NULL,NULL]",2
527,MOT,ah mais mais ! [media],"[NULL,NULL,NULL]",1
527,MOT,ah mais mais ! [media],"[NULL,NULL,NULL]",2
528,MOT,"allez papa il te porte , il va aller t'habiller ! [media]","[NULL,NULL,NULL]",1
528,MOT,"allez papa il te porte , il va aller t'habiller ! [media]","[NULL,NULL,NULL]",2
529,CHI,non c'est maman ! [media],"[NULL,NULL,NULL]",1
529,CHI,non c'est maman ! [media],"[NULL,NULL,NULL]",2
530,MOT,allez ! [media],"[NULL,NULL,NULL]",1
530,MOT,allez ! [media],"[NULL,NULL,NULL]",2
531,CHI,papa yyy ! [media],"[NULL,NULL,NULL]",1
531,CHI,papa yyy ! [media],"[NULL,NULL,NULL]",2
532,CHI,mes chaussettes mes chaussettes ! [media],"[NULL,NULL,NULL]",1
532,CHI,mes chaussettes mes chaussettes ! [media],"[NULL,NULL,NULL]",2
533,MOT,xxx tes chaussettes ! [media],"[NULL,NULL,NULL]",1
533,MOT,xxx tes chaussettes ! [media],"[NULL,NULL,NULL]",2
534,CHI,non mes chaussettes ! [media],"[NULL,NULL,NULL]",1
534,CHI,non mes chaussettes ! [media],"[NULL,NULL,NULL]",2
535,MOT,d'accord d'accord ! [media],"[NULL,NULL,NULL]",1
535,MOT,d'accord d'accord ! [media],"[NULL,NULL,NULL]",2
536,MOT,www . [media],"[NULL,NULL,NULL]",1
536,MOT,www . [media],"[NULL,NULL,NULL]",2
537,FAT,tu veux celles-ci ou d'autres ? [media],"[NULL,NULL,NULL]",1
537,FAT,tu veux celles-ci ou d'autres ? [media],"[NULL,NULL,NULL]",2
538,CHI,celles-ci ! [media],"[NULL,NULL,NULL]",1
538,CHI,celles-ci ! [media],"[NULL,NULL,NULL]",2
539,MOT,mais attends c'est pas celles qu'il avait déjà hier ? [media],"[NULL,NULL,NULL]",1
539,MOT,mais attends c'est pas celles qu'il avait déjà hier ? [media],"[NULL,NULL,NULL]",2
540,FAT,"non non tu les as trop mis Elsa , euh Adrien ! [media]","[NULL,NULL,NULL]",1
540,FAT,"non non tu les as trop mis Elsa , euh Adrien ! [media]","[NULL,NULL,NULL]",2
541,CHI,non je veux celles-ci ! [media],"[NULL,NULL,NULL]",1
541,CHI,non je veux celles-ci ! [media],"[NULL,NULL,NULL]",2
542,FAT,regarde il y en a d'autres des Spiderman ! [media],"[NULL,NULL,NULL]",1
542,FAT,regarde il y en a d'autres des Spiderman ! [media],"[NULL,NULL,NULL]",2
543,MOT,"tiens regarde , et celles-ci tu veux , oh ! [media]","[NULL,NULL,NULL]",1
543,MOT,"tiens regarde , et celles-ci tu veux , oh ! [media]","[NULL,NULL,NULL]",2
544,FAT,oh les chaussettes cars ! [media],"[NULL,NULL,NULL]",1
544,FAT,oh les chaussettes cars ! [media],"[NULL,NULL,NULL]",2
545,MOT,comme elles sont jolies celles-ci ! [media],"[NULL,NULL,NULL]",1
545,MOT,comme elles sont jolies celles-ci ! [media],"[NULL,NULL,NULL]",2
546,MOT,"c'est qui , c'est Sally ! [media]","[NULL,NULL,NULL]",1
546,MOT,"c'est qui , c'est Sally ! [media]","[NULL,NULL,NULL]",2
547,CHI,www . [media],"[NULL,NULL,NULL]",1
547,CHI,www . [media],"[NULL,NULL,NULL]",2
548,MOT,c'est caché ? [media],"[NULL,NULL,NULL]",1
548,MOT,c'est caché ? [media],"[NULL,NULL,NULL]",2
549,FAT,www . [media],"[NULL,NULL,NULL]",1
549,FAT,www . [media],"[NULL,NULL,NULL]",2
550,FAT,merci ! [media],"[NULL,NULL,NULL]",1
550,FAT,merci ! [media],"[NULL,NULL,NULL]",2
551,CHI,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
551,CHI,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
552,MOT,doucement Adrien ! [media],"[NULL,NULL,NULL]",1
552,MOT,doucement Adrien ! [media],"[NULL,NULL,NULL]",2
553,MOT,comment tu fais ? [media],"[NULL,NULL,NULL]",1
553,MOT,comment tu fais ? [media],"[NULL,NULL,NULL]",2
554,MOT,www . [media],"[NULL,NULL,NULL]",1
554,MOT,www . [media],"[NULL,NULL,NULL]",2
555,CHI,yyy . [media],"[NULL,NULL,NULL]",1
555,CHI,yyy . [media],"[NULL,NULL,NULL]",2
556,CHI,chut ! [media],"[NULL,NULL,NULL]",1
556,CHI,chut ! [media],"[NULL,NULL,NULL]",2
557,MOT,comment tu dis Adrien exégèse ? [media],"[NULL,NULL,NULL]",1
557,MOT,comment tu dis Adrien exégèse ? [media],"[NULL,NULL,NULL]",2
558,CHI,exégèse ! [media],"[NULL,NULL,NULL]",1
558,CHI,exégèse ! [media],"[NULL,NULL,NULL]",2
559,CHI,hé hé hé Naomi ! [media],"[NULL,NULL,NULL]",1
559,CHI,hé hé hé Naomi ! [media],"[NULL,NULL,NULL]",2
560,INV,oui ? [media],"[NULL,NULL,NULL]",1
560,INV,oui ? [media],"[NULL,NULL,NULL]",2
561,CHI,exégèse ! [media],"[NULL,NULL,NULL]",1
561,CHI,exégèse ! [media],"[NULL,NULL,NULL]",2
562,INV,génial ! [media],"[NULL,NULL,NULL]",1
562,INV,génial ! [media],"[NULL,NULL,NULL]",2
563,MOT,"et comment tu dis , catastrophe ! [media]","[NULL,NULL,NULL]",1
563,MOT,"et comment tu dis , catastrophe ! [media]","[NULL,NULL,NULL]",2
564,CHI,catastrophe ! [media],"[NULL,NULL,NULL]",1
564,CHI,catastrophe ! [media],"[NULL,NULL,NULL]",2
565,MOT,oui ! [media],"[NULL,NULL,NULL]",1
565,MOT,oui ! [media],"[NULL,NULL,NULL]",2
566,MOT,mais t'arrête avec ça ! [media],"[NULL,NULL,NULL]",1
566,MOT,mais t'arrête avec ça ! [media],"[NULL,NULL,NULL]",2
567,FAT,"et comment tu dis , furoncle ! [media]","[NULL,NULL,NULL]",1
567,FAT,"et comment tu dis , furoncle ! [media]","[NULL,NULL,NULL]",2
568,CHI,furoncle ! [media],"[NULL,NULL,NULL]",1
568,CHI,furoncle ! [media],"[NULL,NULL,NULL]",2
569,CHI,furoncle ! [media],"[NULL,NULL,NULL]",1
569,CHI,furoncle ! [media],"[NULL,NULL,NULL]",2
570,FAT,cytoplasme ! [media],"[NULL,NULL,NULL]",1
570,FAT,cytoplasme ! [media],"[NULL,NULL,NULL]",2
571,CHI,cytoplasme ! [media],"[NULL,NULL,NULL]",1
571,CHI,cytoplasme ! [media],"[NULL,NULL,NULL]",2
572,MOT,"et comment tu dis , vive Le_Pen ! [media]","[NULL,NULL,NULL]",1
572,MOT,"et comment tu dis , vive Le_Pen ! [media]","[NULL,NULL,NULL]",2
573,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",1
573,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",2
574,FAT,"ben bien sûr , arrête de lui faire raconter n'importe quoi ! [media]","[NULL,NULL,NULL]",1
574,FAT,"ben bien sûr , arrête de lui faire raconter n'importe quoi ! [media]","[NULL,NULL,NULL]",2
575,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",1
575,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",2
576,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",1
576,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",2
577,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",1
577,CHI,vive Le_Pen ! [media],"[NULL,NULL,NULL]",2
578,FAT,viven ouais ! [media],"[NULL,NULL,NULL]",1
578,FAT,viven ouais ! [media],"[NULL,NULL,NULL]",2
579,MOT,vivel dop ! [media],"[NULL,NULL,NULL]",1
579,MOT,vivel dop ! [media],"[NULL,NULL,NULL]",2
580,CHI,vivel dop ! [media],"[NULL,NULL,NULL]",1
580,CHI,vivel dop ! [media],"[NULL,NULL,NULL]",2
581,MOT,www . [media],"[NULL,NULL,NULL]",1
581,MOT,www . [media],"[NULL,NULL,NULL]",2
582,MOT,"mais elles sont trop grandes , non elles sont pour papa les chaussettes , elles sont trop grandes pour Adrien , regarde ! [media]","[NULL,NULL,NULL]",1
582,MOT,"mais elles sont trop grandes , non elles sont pour papa les chaussettes , elles sont trop grandes pour Adrien , regarde ! [media]","[NULL,NULL,NULL]",2
583,MOT,"ou là là , papa il va les mettre ! [media]","[NULL,NULL,NULL]",1
583,MOT,"ou là là , papa il va les mettre ! [media]","[NULL,NULL,NULL]",2
584,CHI,non c'est moi met ! [media],"[NULL,NULL,NULL]",1
584,CHI,non c'est moi met ! [media],"[NULL,NULL,NULL]",2
585,CHI,c'est pas trop grand ! [media],"[NULL,NULL,NULL]",1
585,CHI,c'est pas trop grand ! [media],"[NULL,NULL,NULL]",2
586,MOT,"c'est pas trop grand , tu crois ? [media]","[NULL,NULL,NULL]",1
586,MOT,"c'est pas trop grand , tu crois ? [media]","[NULL,NULL,NULL]",2
587,CHI,non ! [media],"[NULL,NULL,NULL]",1
587,CHI,non ! [media],"[NULL,NULL,NULL]",2
588,MOT,"fais voir , ah non ça va à peu près , oh qu'elles sont jolies regarde , elles sont quelle couleur ? [media]","[NULL,NULL,NULL]",1
588,MOT,"fais voir , ah non ça va à peu près , oh qu'elles sont jolies regarde , elles sont quelle couleur ? [media]","[NULL,NULL,NULL]",2
589,CHI,rouge ! [media],"[NULL,NULL,NULL]",1
589,CHI,rouge ! [media],"[NULL,NULL,NULL]",2
590,MOT,"là il y a rouge , et ça c'est du orange ça ! [media]","[NULL,NULL,NULL]",1
590,MOT,"là il y a rouge , et ça c'est du orange ça ! [media]","[NULL,NULL,NULL]",2
591,CHI,ah c'est c'est c'est Katcha ! [media],"[NULL,NULL,NULL]",1
591,CHI,ah c'est c'est c'est Katcha ! [media],"[NULL,NULL,NULL]",2
592,MOT,c'est Katcha . ah attends fais voir tes ongles des pieds ? [media],"[NULL,NULL,NULL]",1
592,MOT,c'est Katcha . ah attends fais voir tes ongles des pieds ? [media],"[NULL,NULL,NULL]",2
593,FAT,c'est les ongles des mains qu'il faut couper . [media],"[NULL,NULL,NULL]",1
593,FAT,c'est les ongles des mains qu'il faut couper . [media],"[NULL,NULL,NULL]",2
594,MOT,ah ça il va pas recommencer avec ça . [media],"[NULL,NULL,NULL]",1
594,MOT,ah ça il va pas recommencer avec ça . [media],"[NULL,NULL,NULL]",2
595,FAT,non non non on met pas ça Adrien ! [media],"[NULL,NULL,NULL]",1
595,FAT,non non non on met pas ça Adrien ! [media],"[NULL,NULL,NULL]",2
596,MOT,attends attends ! [media],"[NULL,NULL,NULL]",1
596,MOT,attends attends ! [media],"[NULL,NULL,NULL]",2
597,CHI,je mets du parfum dedans ! [media],"[NULL,NULL,NULL]",1
597,CHI,je mets du parfum dedans ! [media],"[NULL,NULL,NULL]",2
598,MOT,c'est maman qui met ! [media],"[NULL,NULL,NULL]",1
